cellId,cellIx,cellIy,zone,Nfluid,Mfluid,Nlatent,Ninactive
865,1,28,background,20,20,0,0
866,2,28,background,20,20,0,0
867,3,28,background,20,20,0,0
868,4,28,background,20,20,0,0
869,5,28,background,20,20,0,0
870,6,28,background,20,20,0,0
871,7,28,background,20,20,0,0
872,8,28,background,20,20,0,0
873,9,28,background,20,20,0,0
874,10,28,background,20,20,0,0
875,11,28,background,20,20,0,0
876,12,28,background,20,20,0,0
877,13,28,background,20,20,0,0
878,14,28,background,20,20,0,0
879,15,28,background,20,20,0,0
880,16,28,background,20,20,0,0
881,17,28,background,20,20,0,0
882,18,28,background,20,20,0,0
883,19,28,background,20,20,0,0
884,20,28,background,20,20,0,0
885,21,28,background,20,20,0,0
886,22,28,background,20,20,0,0
887,23,28,background,20,20,0,0
888,24,28,background,20,20,0,0
889,25,28,background,20,20,0,0
890,26,28,background,20,20,0,0
891,27,28,background,20,20,0,0
892,28,28,background,20,20,0,0
893,29,28,background,20,20,0,0
894,30,28,background,20,20,0,0
895,31,28,background,20,20,0,0
896,32,28,background,20,20,0,0
897,1,29,background,20,20,0,0
898,2,29,background,20,20,0,0
899,3,29,background,20,20,0,0
900,4,29,background,20,20,0,0
901,5,29,background,20,20,0,0
902,6,29,background,20,20,0,0
903,7,29,background,20,20,0,0
904,8,29,background,20,20,0,0
905,9,29,background,20,20,0,0
906,10,29,background,20,20,0,0
907,11,29,background,20,20,0,0
908,12,29,background,20,20,0,0
909,13,29,background,20,20,0,0
910,14,29,background,20,20,0,0
911,15,29,background,20,20,0,0
912,16,29,background,20,20,0,0
913,17,29,background,20,20,0,0
914,18,29,background,20,20,0,0
915,19,29,background,20,20,0,0
916,20,29,background,20,20,0,0
917,21,29,background,20,20,0,0
918,22,29,background,20,20,0,0
919,23,29,background,20,20,0,0
920,24,29,background,20,20,0,0
921,25,29,background,20,20,0,0
922,26,29,background,20,20,0,0
923,27,29,background,20,20,0,0
924,28,29,background,20,20,0,0
925,29,29,background,20,20,0,0
926,30,29,background,20,20,0,0
927,31,29,background,20,20,0,0
928,32,29,background,20,20,0,0
929,1,30,background,20,20,0,0
930,2,30,background,20,20,0,0
931,3,30,background,20,20,0,0
932,4,30,background,20,20,0,0
933,5,30,background,20,20,0,0
934,6,30,background,20,20,0,0
935,7,30,background,20,20,0,0
936,8,30,background,20,20,0,0
937,9,30,background,20,20,0,0
938,10,30,background,20,20,0,0
939,11,30,background,20,20,0,0
940,12,30,background,20,20,0,0
941,13,30,background,20,20,0,0
942,14,30,background,20,20,0,0
943,15,30,background,20,20,0,0
944,16,30,background,20,20,0,0
945,17,30,background,20,20,0,0
946,18,30,background,20,20,0,0
947,19,30,background,20,20,0,0
948,20,30,background,20,20,0,0
949,21,30,background,20,20,0,0
950,22,30,background,20,20,0,0
951,23,30,background,20,20,0,0
952,24,30,background,20,20,0,0
953,25,30,background,20,20,0,0
954,26,30,background,20,20,0,0
955,27,30,background,20,20,0,0
956,28,30,background,20,20,0,0
957,29,30,background,20,20,0,0
958,30,30,background,20,20,0,0
959,31,30,background,20,20,0,0
960,32,30,background,20,20,0,0
961,1,31,background,20,20,0,0
962,2,31,background,20,20,0,0
963,3,31,background,20,20,0,0
964,4,31,background,20,20,0,0
965,5,31,background,20,20,0,0
966,6,31,background,20,20,0,0
967,7,31,background,20,20,0,0
968,8,31,background,20,20,0,0
969,9,31,background,20,20,0,0
970,10,31,background,20,20,0,0
971,11,31,background,20,20,0,0
972,12,31,background,20,20,0,0
973,13,31,background,20,20,0,0
974,14,31,background,20,20,0,0
975,15,31,background,20,20,0,0
976,16,31,background,20,20,0,0
977,17,31,background,20,20,0,0
978,18,31,background,20,20,0,0
979,19,31,background,20,20,0,0
980,20,31,background,20,20,0,0
981,21,31,background,20,20,0,0
982,22,31,background,20,20,0,0
983,23,31,background,20,20,0,0
984,24,31,background,20,20,0,0
985,25,31,background,20,20,0,0
986,26,31,background,20,20,0,0
987,27,31,background,20,20,0,0
988,28,31,background,20,20,0,0
989,29,31,background,20,20,0,0
990,30,31,background,20,20,0,0
991,31,31,background,20,20,0,0
992,32,31,background,20,20,0,0
993,1,32,background,20,20,0,0
994,2,32,background,20,20,0,0
995,3,32,background,20,20,0,0
996,4,32,background,20,20,0,0
997,5,32,background,20,20,0,0
998,6,32,background,20,20,0,0
999,7,32,background,20,20,0,0
1000,8,32,background,20,20,0,0
1001,9,32,background,20,20,0,0
1002,10,32,background,20,20,0,0
1003,11,32,background,20,20,0,0
1004,12,32,background,20,20,0,0
1005,13,32,background,20,20,0,0
1006,14,32,background,20,20,0,0
1007,15,32,background,20,20,0,0
1008,16,32,background,20,20,0,0
1009,17,32,background,20,20,0,0
1010,18,32,background,20,20,0,0
1011,19,32,background,20,20,0,0
1012,20,32,background,20,20,0,0
1013,21,32,background,20,20,0,0
1014,22,32,background,20,20,0,0
1015,23,32,background,20,20,0,0
1016,24,32,background,20,20,0,0
1017,25,32,background,20,20,0,0
1018,26,32,background,20,20,0,0
1019,27,32,background,20,20,0,0
1020,28,32,background,20,20,0,0
1021,29,32,background,20,20,0,0
1022,30,32,background,20,20,0,0
1023,31,32,background,20,20,0,0
1024,32,32,background,20,20,0,0
