cell,ix,iy,xc,yc,isFluidCell,isStepSolidCell,nFluid,mass
1,1,1,0.0104166666666667,0.0104166666666667,0,1,0,0
2,2,1,0.03125,0.0104166666666667,0,1,0,0
3,3,1,0.0520833333333333,0.0104166666666667,0,1,0,0
4,4,1,0.0729166666666667,0.0104166666666667,0,1,0,0
5,5,1,0.09375,0.0104166666666667,0,1,0,0
6,6,1,0.114583333333333,0.0104166666666667,0,1,0,0
7,7,1,0.135416666666667,0.0104166666666667,0,1,0,0
8,8,1,0.15625,0.0104166666666667,0,1,0,0
9,9,1,0.177083333333333,0.0104166666666667,0,1,0,0
10,10,1,0.197916666666667,0.0104166666666667,0,1,0,0
11,11,1,0.21875,0.0104166666666667,0,1,0,0
12,12,1,0.239583333333333,0.0104166666666667,0,1,0,0
13,13,1,0.260416666666667,0.0104166666666667,0,1,0,0
14,14,1,0.28125,0.0104166666666667,0,1,0,0
15,15,1,0.302083333333333,0.0104166666666667,0,1,0,0
16,16,1,0.322916666666667,0.0104166666666667,0,1,0,0
17,17,1,0.34375,0.0104166666666667,0,1,0,0
18,18,1,0.364583333333333,0.0104166666666667,0,1,0,0
19,19,1,0.385416666666667,0.0104166666666667,0,1,0,0
20,20,1,0.40625,0.0104166666666667,0,1,0,0
21,21,1,0.427083333333333,0.0104166666666667,0,1,0,0
22,22,1,0.447916666666667,0.0104166666666667,0,1,0,0
23,23,1,0.46875,0.0104166666666667,0,1,0,0
24,24,1,0.489583333333333,0.0104166666666667,0,1,0,0
25,25,1,0.510416666666667,0.0104166666666667,0,1,0,0
26,26,1,0.53125,0.0104166666666667,0,1,0,0
27,27,1,0.552083333333333,0.0104166666666667,0,1,0,0
28,28,1,0.572916666666667,0.0104166666666667,0,1,0,0
29,29,1,0.59375,0.0104166666666667,0,1,0,0
30,30,1,0.614583333333333,0.0104166666666667,0,1,0,0
31,31,1,0.635416666666667,0.0104166666666667,0,1,0,0
32,32,1,0.65625,0.0104166666666667,0,1,0,0
33,33,1,0.677083333333333,0.0104166666666667,0,1,0,0
34,34,1,0.697916666666667,0.0104166666666667,0,1,0,0
35,35,1,0.71875,0.0104166666666667,0,1,0,0
36,36,1,0.739583333333333,0.0104166666666667,0,1,0,0
37,37,1,0.760416666666667,0.0104166666666667,0,1,0,0
38,38,1,0.78125,0.0104166666666667,0,1,0,0
39,39,1,0.802083333333333,0.0104166666666667,1,0,20,20
40,40,1,0.822916666666667,0.0104166666666667,1,0,12,12
41,41,1,0.84375,0.0104166666666667,1,0,22,22
42,42,1,0.864583333333333,0.0104166666666667,1,0,13,13
43,43,1,0.885416666666667,0.0104166666666667,1,0,30,30
44,44,1,0.90625,0.0104166666666667,1,0,32,32
45,45,1,0.927083333333333,0.0104166666666667,1,0,17,17
46,46,1,0.947916666666667,0.0104166666666667,1,0,20,20
47,47,1,0.96875,0.0104166666666667,1,0,22,22
48,48,1,0.989583333333333,0.0104166666666667,1,0,23,23
49,49,1,1.01041666666667,0.0104166666666667,1,0,16,16
50,50,1,1.03125,0.0104166666666667,1,0,30,30
51,51,1,1.05208333333333,0.0104166666666667,1,0,28,28
52,52,1,1.07291666666667,0.0104166666666667,1,0,23,23
53,53,1,1.09375,0.0104166666666667,1,0,19,19
54,54,1,1.11458333333333,0.0104166666666667,1,0,10,10
55,55,1,1.13541666666667,0.0104166666666667,1,0,19,19
56,56,1,1.15625,0.0104166666666667,1,0,15,15
57,57,1,1.17708333333333,0.0104166666666667,1,0,28,28
58,58,1,1.19791666666667,0.0104166666666667,1,0,24,24
59,59,1,1.21875,0.0104166666666667,1,0,30,30
60,60,1,1.23958333333333,0.0104166666666667,1,0,27,27
61,61,1,1.26041666666667,0.0104166666666667,1,0,26,26
62,62,1,1.28125,0.0104166666666667,1,0,21,21
63,63,1,1.30208333333333,0.0104166666666667,1,0,29,29
64,64,1,1.32291666666667,0.0104166666666667,1,0,16,16
65,65,1,1.34375,0.0104166666666667,1,0,13,13
66,66,1,1.36458333333333,0.0104166666666667,1,0,25,25
67,67,1,1.38541666666667,0.0104166666666667,1,0,25,25
68,68,1,1.40625,0.0104166666666667,1,0,17,17
69,69,1,1.42708333333333,0.0104166666666667,1,0,19,19
70,70,1,1.44791666666667,0.0104166666666667,1,0,22,22
71,71,1,1.46875,0.0104166666666667,1,0,31,31
72,72,1,1.48958333333333,0.0104166666666667,1,0,12,12
73,73,1,1.51041666666667,0.0104166666666667,1,0,21,21
74,74,1,1.53125,0.0104166666666667,1,0,20,20
75,75,1,1.55208333333333,0.0104166666666667,1,0,24,24
76,76,1,1.57291666666667,0.0104166666666667,1,0,14,14
77,77,1,1.59375,0.0104166666666667,1,0,18,18
78,78,1,1.61458333333333,0.0104166666666667,1,0,20,20
79,79,1,1.63541666666667,0.0104166666666667,1,0,24,24
80,80,1,1.65625,0.0104166666666667,1,0,34,34
81,81,1,1.67708333333333,0.0104166666666667,1,0,15,15
82,82,1,1.69791666666667,0.0104166666666667,1,0,32,32
83,83,1,1.71875,0.0104166666666667,1,0,25,25
84,84,1,1.73958333333333,0.0104166666666667,1,0,25,25
85,85,1,1.76041666666667,0.0104166666666667,1,0,23,23
86,86,1,1.78125,0.0104166666666667,1,0,15,15
87,87,1,1.80208333333333,0.0104166666666667,1,0,15,15
88,88,1,1.82291666666667,0.0104166666666667,1,0,20,20
89,89,1,1.84375,0.0104166666666667,1,0,14,14
90,90,1,1.86458333333333,0.0104166666666667,1,0,22,22
91,91,1,1.88541666666667,0.0104166666666667,1,0,21,21
92,92,1,1.90625,0.0104166666666667,1,0,32,32
93,93,1,1.92708333333333,0.0104166666666667,1,0,34,34
94,94,1,1.94791666666667,0.0104166666666667,1,0,20,20
95,95,1,1.96875,0.0104166666666667,1,0,19,19
96,96,1,1.98958333333333,0.0104166666666667,1,0,25,25
97,97,1,2.01041666666667,0.0104166666666667,1,0,20,20
98,98,1,2.03125,0.0104166666666667,1,0,19,19
99,99,1,2.05208333333333,0.0104166666666667,1,0,30,30
100,100,1,2.07291666666667,0.0104166666666667,1,0,14,14
101,101,1,2.09375,0.0104166666666667,1,0,15,15
102,102,1,2.11458333333333,0.0104166666666667,1,0,22,22
103,103,1,2.13541666666667,0.0104166666666667,1,0,22,22
104,104,1,2.15625,0.0104166666666667,1,0,18,18
105,105,1,2.17708333333333,0.0104166666666667,1,0,11,11
106,106,1,2.19791666666667,0.0104166666666667,1,0,18,18
107,107,1,2.21875,0.0104166666666667,1,0,12,12
108,108,1,2.23958333333333,0.0104166666666667,1,0,8,8
109,109,1,2.26041666666667,0.0104166666666667,1,0,9,9
110,110,1,2.28125,0.0104166666666667,1,0,24,24
111,111,1,2.30208333333333,0.0104166666666667,1,0,16,16
112,112,1,2.32291666666667,0.0104166666666667,1,0,19,19
113,113,1,2.34375,0.0104166666666667,1,0,20,20
114,114,1,2.36458333333333,0.0104166666666667,1,0,29,29
115,115,1,2.38541666666667,0.0104166666666667,1,0,24,24
116,116,1,2.40625,0.0104166666666667,1,0,20,20
117,117,1,2.42708333333333,0.0104166666666667,1,0,11,11
118,118,1,2.44791666666667,0.0104166666666667,1,0,24,24
119,119,1,2.46875,0.0104166666666667,1,0,9,9
120,120,1,2.48958333333333,0.0104166666666667,1,0,14,14
121,121,1,2.51041666666667,0.0104166666666667,1,0,27,27
122,122,1,2.53125,0.0104166666666667,1,0,22,22
123,123,1,2.55208333333333,0.0104166666666667,1,0,18,18
124,124,1,2.57291666666667,0.0104166666666667,1,0,15,15
125,125,1,2.59375,0.0104166666666667,1,0,24,24
126,126,1,2.61458333333333,0.0104166666666667,1,0,23,23
127,127,1,2.63541666666667,0.0104166666666667,1,0,21,21
128,128,1,2.65625,0.0104166666666667,1,0,21,21
129,129,1,2.67708333333333,0.0104166666666667,1,0,33,33
130,130,1,2.69791666666667,0.0104166666666667,1,0,12,12
131,131,1,2.71875,0.0104166666666667,1,0,18,18
132,132,1,2.73958333333333,0.0104166666666667,1,0,29,29
133,133,1,2.76041666666667,0.0104166666666667,1,0,16,16
134,134,1,2.78125,0.0104166666666667,1,0,19,19
135,135,1,2.80208333333333,0.0104166666666667,1,0,27,27
136,136,1,2.82291666666667,0.0104166666666667,1,0,24,24
137,137,1,2.84375,0.0104166666666667,1,0,22,22
138,138,1,2.86458333333333,0.0104166666666667,1,0,32,32
139,139,1,2.88541666666667,0.0104166666666667,1,0,16,16
140,140,1,2.90625,0.0104166666666667,1,0,26,26
141,141,1,2.92708333333333,0.0104166666666667,1,0,16,16
142,142,1,2.94791666666667,0.0104166666666667,1,0,19,19
143,143,1,2.96875,0.0104166666666667,1,0,21,21
144,144,1,2.98958333333333,0.0104166666666667,1,0,20,20
145,145,1,3.01041666666667,0.0104166666666667,1,0,13,13
146,146,1,3.03125,0.0104166666666667,1,0,16,16
147,147,1,3.05208333333333,0.0104166666666667,1,0,31,31
148,148,1,3.07291666666667,0.0104166666666667,1,0,16,16
149,149,1,3.09375,0.0104166666666667,1,0,16,16
150,150,1,3.11458333333333,0.0104166666666667,1,0,8,8
151,151,1,3.13541666666667,0.0104166666666667,1,0,23,23
152,152,1,3.15625,0.0104166666666667,1,0,27,27
153,153,1,3.17708333333333,0.0104166666666667,1,0,18,18
154,154,1,3.19791666666667,0.0104166666666667,1,0,33,33
155,155,1,3.21875,0.0104166666666667,1,0,13,13
156,156,1,3.23958333333333,0.0104166666666667,1,0,22,22
157,157,1,3.26041666666667,0.0104166666666667,1,0,27,27
158,158,1,3.28125,0.0104166666666667,1,0,24,24
159,159,1,3.30208333333333,0.0104166666666667,1,0,23,23
160,160,1,3.32291666666667,0.0104166666666667,1,0,25,25
161,161,1,3.34375,0.0104166666666667,1,0,16,16
162,162,1,3.36458333333333,0.0104166666666667,1,0,15,15
163,163,1,3.38541666666667,0.0104166666666667,1,0,28,28
164,164,1,3.40625,0.0104166666666667,1,0,21,21
165,165,1,3.42708333333333,0.0104166666666667,1,0,21,21
166,166,1,3.44791666666667,0.0104166666666667,1,0,32,32
167,167,1,3.46875,0.0104166666666667,1,0,28,28
168,168,1,3.48958333333333,0.0104166666666667,1,0,10,10
169,169,1,3.51041666666667,0.0104166666666667,1,0,24,24
170,170,1,3.53125,0.0104166666666667,1,0,21,21
171,171,1,3.55208333333333,0.0104166666666667,1,0,17,17
172,172,1,3.57291666666667,0.0104166666666667,1,0,16,16
173,173,1,3.59375,0.0104166666666667,1,0,10,10
174,174,1,3.61458333333333,0.0104166666666667,1,0,20,20
175,175,1,3.63541666666667,0.0104166666666667,1,0,18,18
176,176,1,3.65625,0.0104166666666667,1,0,28,28
177,177,1,3.67708333333333,0.0104166666666667,1,0,27,27
178,178,1,3.69791666666667,0.0104166666666667,1,0,22,22
179,179,1,3.71875,0.0104166666666667,1,0,16,16
180,180,1,3.73958333333333,0.0104166666666667,1,0,16,16
181,181,1,3.76041666666667,0.0104166666666667,1,0,22,22
182,182,1,3.78125,0.0104166666666667,1,0,14,14
183,183,1,3.80208333333333,0.0104166666666667,1,0,23,23
184,184,1,3.82291666666667,0.0104166666666667,1,0,24,24
185,185,1,3.84375,0.0104166666666667,1,0,14,14
186,186,1,3.86458333333333,0.0104166666666667,1,0,15,15
187,187,1,3.88541666666667,0.0104166666666667,1,0,29,29
188,188,1,3.90625,0.0104166666666667,1,0,22,22
189,189,1,3.92708333333333,0.0104166666666667,1,0,27,27
190,190,1,3.94791666666667,0.0104166666666667,1,0,19,19
191,191,1,3.96875,0.0104166666666667,1,0,23,23
192,192,1,3.98958333333333,0.0104166666666667,1,0,23,23
193,1,2,0.0104166666666667,0.03125,0,1,0,0
194,2,2,0.03125,0.03125,0,1,0,0
195,3,2,0.0520833333333333,0.03125,0,1,0,0
196,4,2,0.0729166666666667,0.03125,0,1,0,0
197,5,2,0.09375,0.03125,0,1,0,0
198,6,2,0.114583333333333,0.03125,0,1,0,0
199,7,2,0.135416666666667,0.03125,0,1,0,0
200,8,2,0.15625,0.03125,0,1,0,0
201,9,2,0.177083333333333,0.03125,0,1,0,0
202,10,2,0.197916666666667,0.03125,0,1,0,0
203,11,2,0.21875,0.03125,0,1,0,0
204,12,2,0.239583333333333,0.03125,0,1,0,0
205,13,2,0.260416666666667,0.03125,0,1,0,0
206,14,2,0.28125,0.03125,0,1,0,0
207,15,2,0.302083333333333,0.03125,0,1,0,0
208,16,2,0.322916666666667,0.03125,0,1,0,0
209,17,2,0.34375,0.03125,0,1,0,0
210,18,2,0.364583333333333,0.03125,0,1,0,0
211,19,2,0.385416666666667,0.03125,0,1,0,0
212,20,2,0.40625,0.03125,0,1,0,0
213,21,2,0.427083333333333,0.03125,0,1,0,0
214,22,2,0.447916666666667,0.03125,0,1,0,0
215,23,2,0.46875,0.03125,0,1,0,0
216,24,2,0.489583333333333,0.03125,0,1,0,0
217,25,2,0.510416666666667,0.03125,0,1,0,0
218,26,2,0.53125,0.03125,0,1,0,0
219,27,2,0.552083333333333,0.03125,0,1,0,0
220,28,2,0.572916666666667,0.03125,0,1,0,0
221,29,2,0.59375,0.03125,0,1,0,0
222,30,2,0.614583333333333,0.03125,0,1,0,0
223,31,2,0.635416666666667,0.03125,0,1,0,0
224,32,2,0.65625,0.03125,0,1,0,0
225,33,2,0.677083333333333,0.03125,0,1,0,0
226,34,2,0.697916666666667,0.03125,0,1,0,0
227,35,2,0.71875,0.03125,0,1,0,0
228,36,2,0.739583333333333,0.03125,0,1,0,0
229,37,2,0.760416666666667,0.03125,0,1,0,0
230,38,2,0.78125,0.03125,0,1,0,0
231,39,2,0.802083333333333,0.03125,1,0,19,19
232,40,2,0.822916666666667,0.03125,1,0,17,17
233,41,2,0.84375,0.03125,1,0,23,23
234,42,2,0.864583333333333,0.03125,1,0,21,21
235,43,2,0.885416666666667,0.03125,1,0,17,17
236,44,2,0.90625,0.03125,1,0,11,11
237,45,2,0.927083333333333,0.03125,1,0,13,13
238,46,2,0.947916666666667,0.03125,1,0,9,9
239,47,2,0.96875,0.03125,1,0,15,15
240,48,2,0.989583333333333,0.03125,1,0,26,26
241,49,2,1.01041666666667,0.03125,1,0,19,19
242,50,2,1.03125,0.03125,1,0,24,24
243,51,2,1.05208333333333,0.03125,1,0,19,19
244,52,2,1.07291666666667,0.03125,1,0,23,23
245,53,2,1.09375,0.03125,1,0,17,17
246,54,2,1.11458333333333,0.03125,1,0,19,19
247,55,2,1.13541666666667,0.03125,1,0,13,13
248,56,2,1.15625,0.03125,1,0,36,36
249,57,2,1.17708333333333,0.03125,1,0,12,12
250,58,2,1.19791666666667,0.03125,1,0,17,17
251,59,2,1.21875,0.03125,1,0,27,27
252,60,2,1.23958333333333,0.03125,1,0,7,7
253,61,2,1.26041666666667,0.03125,1,0,25,25
254,62,2,1.28125,0.03125,1,0,22,22
255,63,2,1.30208333333333,0.03125,1,0,19,19
256,64,2,1.32291666666667,0.03125,1,0,19,19
257,65,2,1.34375,0.03125,1,0,20,20
258,66,2,1.36458333333333,0.03125,1,0,24,24
259,67,2,1.38541666666667,0.03125,1,0,9,9
260,68,2,1.40625,0.03125,1,0,18,18
261,69,2,1.42708333333333,0.03125,1,0,17,17
262,70,2,1.44791666666667,0.03125,1,0,15,15
263,71,2,1.46875,0.03125,1,0,22,22
264,72,2,1.48958333333333,0.03125,1,0,10,10
265,73,2,1.51041666666667,0.03125,1,0,21,21
266,74,2,1.53125,0.03125,1,0,24,24
267,75,2,1.55208333333333,0.03125,1,0,8,8
268,76,2,1.57291666666667,0.03125,1,0,24,24
269,77,2,1.59375,0.03125,1,0,17,17
270,78,2,1.61458333333333,0.03125,1,0,32,32
271,79,2,1.63541666666667,0.03125,1,0,15,15
272,80,2,1.65625,0.03125,1,0,13,13
273,81,2,1.67708333333333,0.03125,1,0,19,19
274,82,2,1.69791666666667,0.03125,1,0,34,34
275,83,2,1.71875,0.03125,1,0,32,32
276,84,2,1.73958333333333,0.03125,1,0,27,27
277,85,2,1.76041666666667,0.03125,1,0,22,22
278,86,2,1.78125,0.03125,1,0,21,21
279,87,2,1.80208333333333,0.03125,1,0,22,22
280,88,2,1.82291666666667,0.03125,1,0,25,25
281,89,2,1.84375,0.03125,1,0,26,26
282,90,2,1.86458333333333,0.03125,1,0,13,13
283,91,2,1.88541666666667,0.03125,1,0,15,15
284,92,2,1.90625,0.03125,1,0,9,9
285,93,2,1.92708333333333,0.03125,1,0,19,19
286,94,2,1.94791666666667,0.03125,1,0,14,14
287,95,2,1.96875,0.03125,1,0,18,18
288,96,2,1.98958333333333,0.03125,1,0,30,30
289,97,2,2.01041666666667,0.03125,1,0,20,20
290,98,2,2.03125,0.03125,1,0,24,24
291,99,2,2.05208333333333,0.03125,1,0,25,25
292,100,2,2.07291666666667,0.03125,1,0,14,14
293,101,2,2.09375,0.03125,1,0,17,17
294,102,2,2.11458333333333,0.03125,1,0,18,18
295,103,2,2.13541666666667,0.03125,1,0,25,25
296,104,2,2.15625,0.03125,1,0,25,25
297,105,2,2.17708333333333,0.03125,1,0,14,14
298,106,2,2.19791666666667,0.03125,1,0,19,19
299,107,2,2.21875,0.03125,1,0,20,20
300,108,2,2.23958333333333,0.03125,1,0,29,29
301,109,2,2.26041666666667,0.03125,1,0,22,22
302,110,2,2.28125,0.03125,1,0,19,19
303,111,2,2.30208333333333,0.03125,1,0,16,16
304,112,2,2.32291666666667,0.03125,1,0,26,26
305,113,2,2.34375,0.03125,1,0,19,19
306,114,2,2.36458333333333,0.03125,1,0,15,15
307,115,2,2.38541666666667,0.03125,1,0,16,16
308,116,2,2.40625,0.03125,1,0,24,24
309,117,2,2.42708333333333,0.03125,1,0,13,13
310,118,2,2.44791666666667,0.03125,1,0,17,17
311,119,2,2.46875,0.03125,1,0,22,22
312,120,2,2.48958333333333,0.03125,1,0,21,21
313,121,2,2.51041666666667,0.03125,1,0,25,25
314,122,2,2.53125,0.03125,1,0,19,19
315,123,2,2.55208333333333,0.03125,1,0,18,18
316,124,2,2.57291666666667,0.03125,1,0,14,14
317,125,2,2.59375,0.03125,1,0,17,17
318,126,2,2.61458333333333,0.03125,1,0,15,15
319,127,2,2.63541666666667,0.03125,1,0,27,27
320,128,2,2.65625,0.03125,1,0,17,17
321,129,2,2.67708333333333,0.03125,1,0,28,28
322,130,2,2.69791666666667,0.03125,1,0,8,8
323,131,2,2.71875,0.03125,1,0,19,19
324,132,2,2.73958333333333,0.03125,1,0,19,19
325,133,2,2.76041666666667,0.03125,1,0,19,19
326,134,2,2.78125,0.03125,1,0,17,17
327,135,2,2.80208333333333,0.03125,1,0,16,16
328,136,2,2.82291666666667,0.03125,1,0,22,22
329,137,2,2.84375,0.03125,1,0,30,30
330,138,2,2.86458333333333,0.03125,1,0,19,19
331,139,2,2.88541666666667,0.03125,1,0,20,20
332,140,2,2.90625,0.03125,1,0,18,18
333,141,2,2.92708333333333,0.03125,1,0,17,17
334,142,2,2.94791666666667,0.03125,1,0,28,28
335,143,2,2.96875,0.03125,1,0,23,23
336,144,2,2.98958333333333,0.03125,1,0,15,15
337,145,2,3.01041666666667,0.03125,1,0,18,18
338,146,2,3.03125,0.03125,1,0,12,12
339,147,2,3.05208333333333,0.03125,1,0,23,23
340,148,2,3.07291666666667,0.03125,1,0,20,20
341,149,2,3.09375,0.03125,1,0,20,20
342,150,2,3.11458333333333,0.03125,1,0,18,18
343,151,2,3.13541666666667,0.03125,1,0,16,16
344,152,2,3.15625,0.03125,1,0,24,24
345,153,2,3.17708333333333,0.03125,1,0,26,26
346,154,2,3.19791666666667,0.03125,1,0,26,26
347,155,2,3.21875,0.03125,1,0,18,18
348,156,2,3.23958333333333,0.03125,1,0,25,25
349,157,2,3.26041666666667,0.03125,1,0,21,21
350,158,2,3.28125,0.03125,1,0,11,11
351,159,2,3.30208333333333,0.03125,1,0,12,12
352,160,2,3.32291666666667,0.03125,1,0,28,28
353,161,2,3.34375,0.03125,1,0,25,25
354,162,2,3.36458333333333,0.03125,1,0,27,27
355,163,2,3.38541666666667,0.03125,1,0,29,29
356,164,2,3.40625,0.03125,1,0,15,15
357,165,2,3.42708333333333,0.03125,1,0,13,13
358,166,2,3.44791666666667,0.03125,1,0,28,28
359,167,2,3.46875,0.03125,1,0,19,19
360,168,2,3.48958333333333,0.03125,1,0,29,29
361,169,2,3.51041666666667,0.03125,1,0,24,24
362,170,2,3.53125,0.03125,1,0,21,21
363,171,2,3.55208333333333,0.03125,1,0,19,19
364,172,2,3.57291666666667,0.03125,1,0,18,18
365,173,2,3.59375,0.03125,1,0,20,20
366,174,2,3.61458333333333,0.03125,1,0,14,14
367,175,2,3.63541666666667,0.03125,1,0,26,26
368,176,2,3.65625,0.03125,1,0,23,23
369,177,2,3.67708333333333,0.03125,1,0,20,20
370,178,2,3.69791666666667,0.03125,1,0,23,23
371,179,2,3.71875,0.03125,1,0,18,18
372,180,2,3.73958333333333,0.03125,1,0,19,19
373,181,2,3.76041666666667,0.03125,1,0,27,27
374,182,2,3.78125,0.03125,1,0,21,21
375,183,2,3.80208333333333,0.03125,1,0,22,22
376,184,2,3.82291666666667,0.03125,1,0,28,28
377,185,2,3.84375,0.03125,1,0,27,27
378,186,2,3.86458333333333,0.03125,1,0,26,26
379,187,2,3.88541666666667,0.03125,1,0,22,22
380,188,2,3.90625,0.03125,1,0,23,23
381,189,2,3.92708333333333,0.03125,1,0,28,28
382,190,2,3.94791666666667,0.03125,1,0,21,21
383,191,2,3.96875,0.03125,1,0,22,22
384,192,2,3.98958333333333,0.03125,1,0,18,18
385,1,3,0.0104166666666667,0.0520833333333333,0,1,0,0
386,2,3,0.03125,0.0520833333333333,0,1,0,0
387,3,3,0.0520833333333333,0.0520833333333333,0,1,0,0
388,4,3,0.0729166666666667,0.0520833333333333,0,1,0,0
389,5,3,0.09375,0.0520833333333333,0,1,0,0
390,6,3,0.114583333333333,0.0520833333333333,0,1,0,0
391,7,3,0.135416666666667,0.0520833333333333,0,1,0,0
392,8,3,0.15625,0.0520833333333333,0,1,0,0
393,9,3,0.177083333333333,0.0520833333333333,0,1,0,0
394,10,3,0.197916666666667,0.0520833333333333,0,1,0,0
395,11,3,0.21875,0.0520833333333333,0,1,0,0
396,12,3,0.239583333333333,0.0520833333333333,0,1,0,0
397,13,3,0.260416666666667,0.0520833333333333,0,1,0,0
398,14,3,0.28125,0.0520833333333333,0,1,0,0
399,15,3,0.302083333333333,0.0520833333333333,0,1,0,0
400,16,3,0.322916666666667,0.0520833333333333,0,1,0,0
401,17,3,0.34375,0.0520833333333333,0,1,0,0
402,18,3,0.364583333333333,0.0520833333333333,0,1,0,0
403,19,3,0.385416666666667,0.0520833333333333,0,1,0,0
404,20,3,0.40625,0.0520833333333333,0,1,0,0
405,21,3,0.427083333333333,0.0520833333333333,0,1,0,0
406,22,3,0.447916666666667,0.0520833333333333,0,1,0,0
407,23,3,0.46875,0.0520833333333333,0,1,0,0
408,24,3,0.489583333333333,0.0520833333333333,0,1,0,0
409,25,3,0.510416666666667,0.0520833333333333,0,1,0,0
410,26,3,0.53125,0.0520833333333333,0,1,0,0
411,27,3,0.552083333333333,0.0520833333333333,0,1,0,0
412,28,3,0.572916666666667,0.0520833333333333,0,1,0,0
413,29,3,0.59375,0.0520833333333333,0,1,0,0
414,30,3,0.614583333333333,0.0520833333333333,0,1,0,0
415,31,3,0.635416666666667,0.0520833333333333,0,1,0,0
416,32,3,0.65625,0.0520833333333333,0,1,0,0
417,33,3,0.677083333333333,0.0520833333333333,0,1,0,0
418,34,3,0.697916666666667,0.0520833333333333,0,1,0,0
419,35,3,0.71875,0.0520833333333333,0,1,0,0
420,36,3,0.739583333333333,0.0520833333333333,0,1,0,0
421,37,3,0.760416666666667,0.0520833333333333,0,1,0,0
422,38,3,0.78125,0.0520833333333333,0,1,0,0
423,39,3,0.802083333333333,0.0520833333333333,1,0,24,24
424,40,3,0.822916666666667,0.0520833333333333,1,0,22,22
425,41,3,0.84375,0.0520833333333333,1,0,21,21
426,42,3,0.864583333333333,0.0520833333333333,1,0,11,11
427,43,3,0.885416666666667,0.0520833333333333,1,0,16,16
428,44,3,0.90625,0.0520833333333333,1,0,21,21
429,45,3,0.927083333333333,0.0520833333333333,1,0,27,27
430,46,3,0.947916666666667,0.0520833333333333,1,0,16,16
431,47,3,0.96875,0.0520833333333333,1,0,30,30
432,48,3,0.989583333333333,0.0520833333333333,1,0,23,23
433,49,3,1.01041666666667,0.0520833333333333,1,0,9,9
434,50,3,1.03125,0.0520833333333333,1,0,21,21
435,51,3,1.05208333333333,0.0520833333333333,1,0,10,10
436,52,3,1.07291666666667,0.0520833333333333,1,0,20,20
437,53,3,1.09375,0.0520833333333333,1,0,22,22
438,54,3,1.11458333333333,0.0520833333333333,1,0,22,22
439,55,3,1.13541666666667,0.0520833333333333,1,0,23,23
440,56,3,1.15625,0.0520833333333333,1,0,24,24
441,57,3,1.17708333333333,0.0520833333333333,1,0,17,17
442,58,3,1.19791666666667,0.0520833333333333,1,0,15,15
443,59,3,1.21875,0.0520833333333333,1,0,29,29
444,60,3,1.23958333333333,0.0520833333333333,1,0,20,20
445,61,3,1.26041666666667,0.0520833333333333,1,0,16,16
446,62,3,1.28125,0.0520833333333333,1,0,31,31
447,63,3,1.30208333333333,0.0520833333333333,1,0,24,24
448,64,3,1.32291666666667,0.0520833333333333,1,0,17,17
449,65,3,1.34375,0.0520833333333333,1,0,19,19
450,66,3,1.36458333333333,0.0520833333333333,1,0,28,28
451,67,3,1.38541666666667,0.0520833333333333,1,0,26,26
452,68,3,1.40625,0.0520833333333333,1,0,17,17
453,69,3,1.42708333333333,0.0520833333333333,1,0,23,23
454,70,3,1.44791666666667,0.0520833333333333,1,0,19,19
455,71,3,1.46875,0.0520833333333333,1,0,24,24
456,72,3,1.48958333333333,0.0520833333333333,1,0,20,20
457,73,3,1.51041666666667,0.0520833333333333,1,0,9,9
458,74,3,1.53125,0.0520833333333333,1,0,16,16
459,75,3,1.55208333333333,0.0520833333333333,1,0,13,13
460,76,3,1.57291666666667,0.0520833333333333,1,0,22,22
461,77,3,1.59375,0.0520833333333333,1,0,18,18
462,78,3,1.61458333333333,0.0520833333333333,1,0,30,30
463,79,3,1.63541666666667,0.0520833333333333,1,0,20,20
464,80,3,1.65625,0.0520833333333333,1,0,13,13
465,81,3,1.67708333333333,0.0520833333333333,1,0,26,26
466,82,3,1.69791666666667,0.0520833333333333,1,0,26,26
467,83,3,1.71875,0.0520833333333333,1,0,25,25
468,84,3,1.73958333333333,0.0520833333333333,1,0,20,20
469,85,3,1.76041666666667,0.0520833333333333,1,0,15,15
470,86,3,1.78125,0.0520833333333333,1,0,23,23
471,87,3,1.80208333333333,0.0520833333333333,1,0,23,23
472,88,3,1.82291666666667,0.0520833333333333,1,0,23,23
473,89,3,1.84375,0.0520833333333333,1,0,28,28
474,90,3,1.86458333333333,0.0520833333333333,1,0,17,17
475,91,3,1.88541666666667,0.0520833333333333,1,0,24,24
476,92,3,1.90625,0.0520833333333333,1,0,12,12
477,93,3,1.92708333333333,0.0520833333333333,1,0,19,19
478,94,3,1.94791666666667,0.0520833333333333,1,0,11,11
479,95,3,1.96875,0.0520833333333333,1,0,20,20
480,96,3,1.98958333333333,0.0520833333333333,1,0,21,21
481,97,3,2.01041666666667,0.0520833333333333,1,0,16,16
482,98,3,2.03125,0.0520833333333333,1,0,22,22
483,99,3,2.05208333333333,0.0520833333333333,1,0,8,8
484,100,3,2.07291666666667,0.0520833333333333,1,0,11,11
485,101,3,2.09375,0.0520833333333333,1,0,20,20
486,102,3,2.11458333333333,0.0520833333333333,1,0,28,28
487,103,3,2.13541666666667,0.0520833333333333,1,0,27,27
488,104,3,2.15625,0.0520833333333333,1,0,21,21
489,105,3,2.17708333333333,0.0520833333333333,1,0,16,16
490,106,3,2.19791666666667,0.0520833333333333,1,0,14,14
