cell,ix,iy,xc,yc,isFluidCell,nFluid,mass,distanceToCylinder
1142,86,12,1.78125,0.239583333333333,1,31,31,1.18744728489441
1143,87,12,1.80208333333333,0.239583333333333,1,15,15,1.20786966499812
1144,88,12,1.82291666666667,0.239583333333333,1,17,17,1.22830461959537
1145,89,12,1.84375,0.239583333333333,1,21,21,1.24875158548868
1146,90,12,1.86458333333333,0.239583333333333,1,27,27,1.26921003231653
1147,91,12,1.88541666666667,0.239583333333333,1,22,22,1.28967946021624
1148,92,12,1.90625,0.239583333333333,1,17,17,1.31015939768187
1149,93,12,1.92708333333333,0.239583333333333,1,17,17,1.33064939959852
1150,94,12,1.94791666666667,0.239583333333333,1,14,14,1.35114904543656
1151,95,12,1.96875,0.239583333333333,1,15,15,1.37165793759085
1152,96,12,1.98958333333333,0.239583333333333,1,22,22,1.39217569985178
1153,1,13,0.0104166666666667,0.260416666666667,1,8,8,0.42506147716463
1154,2,13,0.03125,0.260416666666667,1,23,23,0.406428282020553
1155,3,13,0.0520833333333333,0.260416666666667,1,20,20,0.387966055843192
1156,4,13,0.0729166666666667,0.260416666666667,1,17,17,0.369694136397632
1157,5,13,0.09375,0.260416666666667,1,31,31,0.351634642611324
1158,6,13,0.114583333333333,0.260416666666667,1,22,22,0.333812935641499
1159,7,13,0.135416666666667,0.260416666666667,1,22,22,0.316258158153582
1160,8,13,0.15625,0.260416666666667,1,10,10,0.299003861689974
1161,9,13,0.177083333333333,0.260416666666667,1,24,24,0.282088730533725
1162,10,13,0.197916666666667,0.260416666666667,1,18,18,0.26555740673587
1163,11,13,0.21875,0.260416666666667,1,21,21,0.249461413561838
1164,12,13,0.239583333333333,0.260416666666667,1,19,19,0.233860161488813
1165,13,13,0.260416666666667,0.260416666666667,1,27,27,0.218821999318554
1166,14,13,0.28125,0.260416666666667,1,4,4,0.20442523963328
1167,15,13,0.302083333333333,0.260416666666667,1,13,13,0.190759039378673
1168,16,13,0.322916666666667,0.260416666666667,1,24,24,0.177923950959898
1169,17,13,0.34375,0.260416666666667,1,18,18,0.166031879536375
1170,18,13,0.364583333333333,0.260416666666667,1,25,25,0.155205100283811
1171,19,13,0.385416666666667,0.260416666666667,1,6,6,0.145573932999624
1172,20,13,0.40625,0.260416666666667,1,26,26,0.137272688233926
1173,21,13,0.427083333333333,0.260416666666667,1,21,21,0.130433651670236
1174,22,13,0.447916666666667,0.260416666666667,1,16,16,0.125179214498746
1175,23,13,0.46875,0.260416666666667,1,27,27,0.121612781348817
1176,24,13,0.489583333333333,0.260416666666667,1,8,8,0.119809675692111
1177,25,13,0.510416666666667,0.260416666666667,1,26,26,0.119809675692111
1178,26,13,0.53125,0.260416666666667,1,19,19,0.121612781348817
1179,27,13,0.552083333333333,0.260416666666667,1,19,19,0.125179214498746
1180,28,13,0.572916666666667,0.260416666666667,1,25,25,0.130433651670236
1181,29,13,0.59375,0.260416666666667,1,20,20,0.137272688233926
1182,30,13,0.614583333333333,0.260416666666667,1,15,15,0.145573932999624
1183,31,13,0.635416666666667,0.260416666666667,1,14,14,0.155205100283811
1184,32,13,0.65625,0.260416666666667,1,13,13,0.166031879536375
1185,33,13,0.677083333333333,0.260416666666667,1,29,29,0.177923950959898
1186,34,13,0.697916666666667,0.260416666666667,1,21,21,0.190759039378673
1187,35,13,0.71875,0.260416666666667,1,26,26,0.20442523963328
1188,36,13,0.739583333333333,0.260416666666667,1,12,12,0.218821999318554
1189,37,13,0.760416666666667,0.260416666666667,1,28,28,0.233860161488813
1190,38,13,0.78125,0.260416666666667,1,15,15,0.249461413561838
1191,39,13,0.802083333333333,0.260416666666667,1,17,17,0.26555740673587
1192,40,13,0.822916666666667,0.260416666666667,1,31,31,0.282088730533725
1193,41,13,0.84375,0.260416666666667,1,12,12,0.299003861689974
1194,42,13,0.864583333333333,0.260416666666667,1,9,9,0.316258158153582
1195,43,13,0.885416666666667,0.260416666666667,1,23,23,0.333812935641499
1196,44,13,0.90625,0.260416666666667,1,22,22,0.351634642611324
1197,45,13,0.927083333333333,0.260416666666667,1,15,15,0.369694136397632
1198,46,13,0.947916666666667,0.260416666666667,1,15,15,0.387966055843192
1199,47,13,0.96875,0.260416666666667,1,19,19,0.406428282020553
1200,48,13,0.989583333333333,0.260416666666667,1,19,19,0.42506147716463
1201,49,13,1.01041666666667,0.260416666666667,1,22,22,0.443848691780181
1202,50,13,1.03125,0.260416666666667,1,19,19,0.462775030445807
1203,51,13,1.05208333333333,0.260416666666667,1,29,29,0.481827367735595
1204,52,13,1.07291666666667,0.260416666666667,1,22,22,0.500994106699536
1205,53,13,1.09375,0.260416666666667,1,18,18,0.520264973359555
1206,54,13,1.11458333333333,0.260416666666667,1,30,30,0.539630841624482
1207,55,13,1.13541666666667,0.260416666666667,1,30,30,0.559083583875276
1208,56,13,1.15625,0.260416666666667,1,25,25,0.578615943212801
1209,57,13,1.17708333333333,0.260416666666667,1,23,23,0.598221423997425
1210,58,13,1.19791666666667,0.260416666666667,1,30,30,0.617894197851035
1211,59,13,1.21875,0.260416666666667,1,34,34,0.637629022748674
1212,60,13,1.23958333333333,0.260416666666667,1,22,22,0.65742117321022
1213,61,13,1.26041666666667,0.260416666666667,1,27,27,0.677266379923019
1214,62,13,1.28125,0.260416666666667,1,17,17,0.697160777393966
1215,63,13,1.30208333333333,0.260416666666667,1,17,17,0.717100858452685
1216,64,13,1.32291666666667,0.260416666666667,1,27,27,0.737083434613509
1217,65,13,1.34375,0.260416666666667,1,22,22,0.757105601459203
1218,66,13,1.36458333333333,0.260416666666667,1,19,19,0.777164708338936
1219,67,13,1.38541666666667,0.260416666666667,1,17,17,0.797258331781305
1220,68,13,1.40625,0.260416666666667,1,18,18,0.817384252113887
1221,69,13,1.42708333333333,0.260416666666667,1,30,30,0.837540432856783
1222,70,13,1.44791666666667,0.260416666666667,1,13,13,0.857725002521443
1223,71,13,1.46875,0.260416666666667,1,10,10,0.877936238499791
1224,72,13,1.48958333333333,0.260416666666667,1,28,28,0.89817255277395
1225,73,13,1.51041666666667,0.260416666666667,1,13,13,0.918432479215133
1226,74,13,1.53125,0.260416666666667,1,16,16,0.938714662272659
1227,75,13,1.55208333333333,0.260416666666667,1,23,23,0.959017846881547
1228,76,13,1.57291666666667,0.260416666666667,1,12,12,0.979340869440512
1229,77,13,1.59375,0.260416666666667,1,23,23,0.999682649732107
1230,78,13,1.61458333333333,0.260416666666667,1,14,14,1.02004218367373
1231,79,13,1.63541666666667,0.260416666666667,1,20,20,1.0404185368028
1232,80,13,1.65625,0.260416666666667,1,8,8,1.06081083841194
1233,81,13,1.67708333333333,0.260416666666667,1,13,13,1.08121827626049
1234,82,13,1.69791666666667,0.260416666666667,1,17,17,1.10164009179827
1235,83,13,1.71875,0.260416666666667,1,13,13,1.12207557584517
1236,84,13,1.73958333333333,0.260416666666667,1,16,16,1.14252406467714
1237,85,13,1.76041666666667,0.260416666666667,1,20,20,1.16298493647518
1238,86,13,1.78125,0.260416666666667,1,24,24,1.18345760809898
1239,87,13,1.80208333333333,0.260416666666667,1,21,21,1.20394153215146
1240,88,13,1.82291666666667,0.260416666666667,1,15,15,1.22443619430435
1241,89,13,1.84375,0.260416666666667,1,26,26,1.24494111085831
1242,90,13,1.86458333333333,0.260416666666667,1,26,26,1.26545582651423
1243,91,13,1.88541666666667,0.260416666666667,1,23,23,1.28597991233477
1244,92,13,1.90625,0.260416666666667,1,24,24,1.30651296387769
1245,93,13,1.92708333333333,0.260416666666667,1,23,23,1.32705459948438
1246,94,13,1.94791666666667,0.260416666666667,1,21,21,1.34760445870889
1247,95,13,1.96875,0.260416666666667,1,23,23,1.36816220087432
1248,96,13,1.98958333333333,0.260416666666667,1,25,25,1.38872750374465
1249,1,14,0.0104166666666667,0.28125,1,21,21,0.41623073650974
1250,2,14,0.03125,0.28125,1,23,23,0.397279542413964
1251,3,14,0.0520833333333333,0.28125,1,28,28,0.378478588083558
1252,4,14,0.0729166666666667,0.28125,1,15,15,0.359845533595043
1253,5,14,0.09375,0.28125,1,20,20,0.341400720632294
1254,6,14,0.114583333333333,0.28125,1,16,16,0.323167653878805
1255,7,14,0.135416666666667,0.28125,1,9,9,0.305173575665803
1256,8,14,0.15625,0.28125,1,27,27,0.287450150325166
1257,9,14,0.177083333333333,0.28125,1,21,21,0.270034275559355
1258,10,14,0.197916666666667,0.28125,1,19,19,0.252969037291003
1259,11,14,0.21875,0.28125,1,20,20,0.236304820343481
1260,12,14,0.239583333333333,0.28125,1,24,24,0.220100577444052
1261,13,14,0.260416666666667,0.28125,1,24,24,0.20442523963328
1262,14,14,0.28125,0.28125,1,20,20,0.189359216769115
1263,15,14,0.302083333333333,0.28125,1,36,36,0.174995880385548
1264,16,14,0.322916666666667,0.28125,1,16,16,0.161442835127215
1265,17,14,0.34375,0.28125,1,23,23,0.148822664595082
1266,18,14,0.364583333333333,0.28125,1,30,30,0.137272688233926
1267,19,14,0.385416666666667,0.28125,1,24,24,0.126943116481869
1268,20,14,0.40625,0.28125,1,23,23,0.117992909558247
1269,21,14,0.427083333333333,0.28125,1,18,18,0.110582746053944
1270,22,14,0.447916666666667,0.28125,1,14,14,0.104864928592947
1271,23,14,0.46875,0.28125,1,21,21,0.100970869120796
1272,24,14,0.489583333333333,0.28125,1,19,19,0.0989978754336317
1273,25,14,0.510416666666667,0.28125,1,24,24,0.0989978754336316
1274,26,14,0.53125,0.28125,1,21,21,0.100970869120796
1275,27,14,0.552083333333333,0.28125,1,19,19,0.104864928592947
1276,28,14,0.572916666666667,0.28125,1,14,14,0.110582746053944
1277,29,14,0.59375,0.28125,1,25,25,0.117992909558247
1278,30,14,0.614583333333333,0.28125,1,13,13,0.126943116481869
1279,31,14,0.635416666666667,0.28125,1,24,24,0.137272688233926
1280,32,14,0.65625,0.28125,1,19,19,0.148822664595082
1281,33,14,0.677083333333333,0.28125,1,21,21,0.161442835127214
1282,34,14,0.697916666666667,0.28125,1,32,32,0.174995880385548
1283,35,14,0.71875,0.28125,1,16,16,0.189359216769115
1284,36,14,0.739583333333333,0.28125,1,13,13,0.20442523963328
1285,37,14,0.760416666666667,0.28125,1,16,16,0.220100577444052
1286,38,14,0.78125,0.28125,1,23,23,0.236304820343481
1287,39,14,0.802083333333333,0.28125,1,31,31,0.252969037291003
1288,40,14,0.822916666666667,0.28125,1,31,31,0.270034275559355
1289,41,14,0.84375,0.28125,1,6,6,0.287450150325166
1290,42,14,0.864583333333333,0.28125,1,15,15,0.305173575665803
1291,43,14,0.885416666666667,0.28125,1,24,24,0.323167653878805
1292,44,14,0.90625,0.28125,1,36,36,0.341400720632294
1293,45,14,0.927083333333333,0.28125,1,17,17,0.359845533595043
1294,46,14,0.947916666666667,0.28125,1,19,19,0.378478588083558
1295,47,14,0.96875,0.28125,1,24,24,0.397279542413964
1296,48,14,0.989583333333333,0.28125,1,20,20,0.41623073650974
1297,49,14,1.01041666666667,0.28125,1,24,24,0.435316788969243
1298,50,14,1.03125,0.28125,1,18,18,0.45452425971407
1299,51,14,1.05208333333333,0.28125,1,13,13,0.473841367239134
1300,52,14,1.07291666666667,0.28125,1,21,21,0.493257751230626
1301,53,14,1.09375,0.28125,1,29,29,0.512764272853643
1302,54,14,1.11458333333333,0.28125,1,27,27,0.532352846327132
1303,55,14,1.13541666666667,0.28125,1,19,19,0.552016296512055
1304,56,14,1.15625,0.28125,1,22,22,0.571748238161833
1305,57,14,1.17708333333333,0.28125,1,34,34,0.591542973247419
1306,58,14,1.19791666666667,0.28125,1,24,24,0.611395403397581
1307,59,14,1.21875,0.28125,1,25,25,0.631300955010707
1308,60,14,1.23958333333333,0.28125,1,17,17,0.651255515017199
1309,61,14,1.26041666666667,0.28125,1,21,21,0.671255375618039
1310,62,14,1.28125,0.28125,1,11,11,0.691297186609198
1311,63,14,1.30208333333333,0.28125,1,31,31,0.711377914134788
1312,64,14,1.32291666666667,0.28125,1,19,19,0.731494804903575
1313,65,14,1.34375,0.28125,1,15,15,0.751645355061335
1314,66,14,1.36458333333333,0.28125,1,8,8,0.771827283041833
1315,67,14,1.38541666666667,0.28125,1,20,20,0.79203850582698
1316,68,14,1.40625,0.28125,1,22,22,0.812277118136019
1317,69,14,1.42708333333333,0.28125,1,33,33,0.832541374137861
1318,70,14,1.44791666666667,0.28125,1,17,17,0.852829671342545
1319,71,14,1.46875,0.28125,1,17,17,0.873140536379419
1320,72,14,1.48958333333333,0.28125,1,22,22,0.893472612412941
1321,73,14,1.51041666666667,0.28125,1,14,14,0.913824647983292
1322,74,14,1.53125,0.28125,1,24,24,0.934195487089562
1323,75,14,1.55208333333333,0.28125,1,16,16,0.954584060359066
1324,76,14,1.57291666666667,0.28125,1,7,7,0.974989377168158
1325,77,14,1.59375,0.28125,1,19,19,0.995410518598422
1326,78,14,1.61458333333333,0.28125,1,18,18,1.01584663112783
1327,79,14,1.63541666666667,0.28125,1,25,25,1.03629692096989
1328,80,14,1.65625,0.28125,1,21,21,1.05676064898517
1329,81,14,1.67708333333333,0.28125,1,20,20,1.07723712609955
1330,82,14,1.69791666666667,0.28125,1,19,19,1.09772570917172
1331,83,14,1.71875,0.28125,1,22,22,1.11822579725993
1332,84,14,1.73958333333333,0.28125,1,20,20,1.13873682824401
1333,85,14,1.76041666666667,0.28125,1,11,11,1.15925827576417
1334,86,14,1.78125,0.28125,1,21,21,1.17978964644284
1335,87,14,1.80208333333333,0.28125,1,25,25,1.20033047735953
1336,88,14,1.82291666666667,0.28125,1,18,18,1.22088033375259
1337,89,14,1.84375,0.28125,1,19,19,1.2414388069245
1338,90,14,1.86458333333333,0.28125,1,16,16,1.26200551233022
1339,91,14,1.88541666666667,0.28125,1,17,17,1.2825800878302
1340,92,14,1.90625,0.28125,1,16,16,1.30316219209196
1341,93,14,1.92708333333333,0.28125,1,13,13,1.32375150312572
1342,94,14,1.94791666666667,0.28125,1,18,18,1.34434771694127
1343,95,14,1.96875,0.28125,1,19,19,1.36495054631459
1344,96,14,1.98958333333333,0.28125,1,20,20,1.38555971965394
1345,1,15,0.0104166666666667,0.302083333333333,1,13,13,0.408074660651524
1346,2,15,0.03125,0.302083333333333,1,20,20,0.388819780909159
1347,3,15,0.0520833333333333,0.302083333333333,1,17,17,0.369694136397632
1348,4,15,0.0729166666666667,0.302083333333333,1,16,16,0.350713480320625
1349,5,15,0.09375,0.302083333333333,1,21,21,0.33189608257258
1350,6,15,0.114583333333333,0.302083333333333,1,18,18,0.313263215480946
1351,7,15,0.135416666666667,0.302083333333333,1,15,15,0.294839744827914
1352,8,15,0.15625,0.302083333333333,1,18,18,0.276654849263745
1353,9,15,0.177083333333333,0.302083333333333,1,15,15,0.258742895056205
1354,10,15,0.197916666666667,0.302083333333333,1,27,27,0.241144496319994
1355,11,15,0.21875,0.302083333333333,1,14,14,0.223907792067066
1356,12,15,0.239583333333333,0.302083333333333,1,18,18,0.207089968085575
1357,13,15,0.260416666666667,0.302083333333333,1,26,26,0.190759039378673
1358,14,15,0.28125,0.302083333333333,1,22,22,0.174995880385548
1359,15,15,0.302083333333333,0.302083333333333,1,23,23,0.159896434219675
1360,16,15,0.322916666666667,0.302083333333333,1,22,22,0.145573932999624
1361,17,15,0.34375,0.302083333333333,1,22,22,0.132160800768963
1362,18,15,0.364583333333333,0.302083333333333,1,9,9,0.119809675692111
1363,19,15,0.385416666666667,0.302083333333333,1,16,16,0.10869269166771
1364,20,15,0.40625,0.302083333333333,1,9,9,0.0989978754336317
1365,21,15,0.427083333333333,0.302083333333333,1,19,19,0.0909214242845478
1366,22,15,0.447916666666667,0.302083333333333,1,21,21,0.0846550281707136
1367,23,15,0.46875,0.302083333333333,1,20,20,0.0803685839757432
1368,24,15,0.489583333333333,0.302083333333333,1,25,25,0.0781905999004214
1369,25,15,0.510416666666667,0.302083333333333,1,23,23,0.0781905999004213
1370,26,15,0.53125,0.302083333333333,1,16,16,0.0803685839757432
1371,27,15,0.552083333333333,0.302083333333333,1,10,10,0.0846550281707135
1372,28,15,0.572916666666667,0.302083333333333,1,27,27,0.0909214242845478
1373,29,15,0.59375,0.302083333333333,1,4,4,0.0989978754336317
1374,30,15,0.614583333333333,0.302083333333333,1,16,16,0.10869269166771
1375,31,15,0.635416666666667,0.302083333333333,1,25,25,0.119809675692111
1376,32,15,0.65625,0.302083333333333,1,19,19,0.132160800768963
1377,33,15,0.677083333333333,0.302083333333333,1,21,21,0.145573932999624
1378,34,15,0.697916666666667,0.302083333333333,1,25,25,0.159896434219675
1379,35,15,0.71875,0.302083333333333,1,21,21,0.174995880385548
1380,36,15,0.739583333333333,0.302083333333333,1,24,24,0.190759039378673
1381,37,15,0.760416666666667,0.302083333333333,1,24,24,0.207089968085575
1382,38,15,0.78125,0.302083333333333,1,7,7,0.223907792067066
1383,39,15,0.802083333333333,0.302083333333333,1,23,23,0.241144496319994
1384,40,15,0.822916666666667,0.302083333333333,1,27,27,0.258742895056205
1385,41,15,0.84375,0.302083333333333,1,24,24,0.276654849263745
1386,42,15,0.864583333333333,0.302083333333333,1,27,27,0.294839744827914
1387,43,15,0.885416666666667,0.302083333333333,1,26,26,0.313263215480946
1388,44,15,0.90625,0.302083333333333,1,27,27,0.33189608257258
1389,45,15,0.927083333333333,0.302083333333333,1,18,18,0.350713480320625
1390,46,15,0.947916666666667,0.302083333333333,1,25,25,0.369694136397632
1391,47,15,0.96875,0.302083333333333,1,25,25,0.388819780909159
1392,48,15,0.989583333333333,0.302083333333333,1,20,20,0.408074660651524
1393,49,15,1.01041666666667,0.302083333333333,1,17,17,0.427445139311288
1394,50,15,1.03125,0.302083333333333,1,20,20,0.446919367674491
1395,51,15,1.05208333333333,0.302083333333333,1,23,23,0.466487010844135
1396,52,15,1.07291666666667,0.302083333333333,1,22,22,0.486139021915673
1397,53,15,1.09375,0.302083333333333,1,26,26,0.505867453574992
1398,54,15,1.11458333333333,0.302083333333333,1,10,10,0.525665300721322
1399,55,15,1.13541666666667,0.302083333333333,1,17,17,0.545526368540137
1400,56,15,1.15625,0.302083333333333,1,26,26,0.565445161515088
1401,57,15,1.17708333333333,0.302083333333333,1,14,14,0.585416789722376
1402,58,15,1.19791666666667,0.302083333333333,1,13,13,0.605436889436673
1403,59,15,1.21875,0.302083333333333,1,14,14,0.625501555628454
1404,60,15,1.23958333333333,0.302083333333333,1,25,25,0.64560728437554
1405,61,15,1.26041666666667,0.302083333333333,1,21,21,0.665750923568588
1406,62,15,1.28125,0.302083333333333,1,9,9,0.685929630578529
1407,63,15,1.30208333333333,0.302083333333333,1,13,13,0.706140835787431
1408,64,15,1.32291666666667,0.302083333333333,1,19,19,0.726382211073828
1409,65,15,1.34375,0.302083333333333,1,23,23,0.746651642497979
1410,66,15,1.36458333333333,0.302083333333333,1,25,25,0.766947206558667
1411,67,15,1.38541666666667,0.302083333333333,1,16,16,0.787267149496528
1412,68,15,1.40625,0.302083333333333,1,24,24,0.807609869203883
1413,69,15,1.42708333333333,0.302083333333333,1,19,19,0.827973899371121
1414,70,15,1.44791666666667,0.302083333333333,1,28,28,0.848357895557675
1415,71,15,1.46875,0.302083333333333,1,16,16,0.86876062292369
1416,72,15,1.48958333333333,0.302083333333333,1,29,29,0.889180945398572
1417,73,15,1.51041666666667,0.302083333333333,1,25,25,0.909617816095964
1418,74,15,1.53125,0.302083333333333,1,17,17,0.930070268812733
1419,75,15,1.55208333333333,0.302083333333333,1,25,25,0.950537410472993
1420,76,15,1.57291666666667,0.302083333333333,1,30,30,0.971018414398013
1421,77,15,1.59375,0.302083333333333,1,33,33,0.991512514299522
1422,78,15,1.61458333333333,0.302083333333333,1,9,9,1.0120189989081
1423,79,15,1.63541666666667,0.302083333333333,1,30,30,1.03253720716031
1424,80,15,1.65625,0.302083333333333,1,27,27,1.05306652387852
1425,81,15,1.67708333333333,0.302083333333333,1,15,15,1.07360637588593
1426,82,15,1.69791666666667,0.302083333333333,1,15,15,1.09415622850695
1427,83,15,1.71875,0.302083333333333,1,23,23,1.11471558240934
1428,84,15,1.73958333333333,0.302083333333333,1,19,19,1.13528397075013
1429,85,15,1.76041666666667,0.302083333333333,1,21,21,1.15586095659188
1430,86,15,1.78125,0.302083333333333,1,19,19,1.17644613056017
1431,87,15,1.80208333333333,0.302083333333333,1,21,21,1.19703910871655
1432,88,15,1.82291666666667,0.302083333333333,1,13,13,1.21763953062433
1433,89,15,1.84375,0.302083333333333,1,18,18,1.23824705758726
1434,90,15,1.86458333333333,0.302083333333333,1,18,18,1.25886137104335
1435,91,15,1.88541666666667,0.302083333333333,1,29,29,1.27948217109838
1436,92,15,1.90625,0.302083333333333,1,25,25,1.30010917518494
1437,93,15,1.92708333333333,0.302083333333333,1,14,14,1.32074211683501
1438,94,15,1.94791666666667,0.302083333333333,1,13,13,1.3413807445548
1439,95,15,1.96875,0.302083333333333,1,16,16,1.3620248207923
1440,96,15,1.98958333333333,0.302083333333333,1,16,16,1.38267412098861
1441,1,16,0.0104166666666667,0.322916666666667,1,34,34,0.400624958316658
1442,2,16,0.03125,0.322916666666667,1,26,26,0.381083894616904
1443,3,16,0.0520833333333333,0.322916666666667,1,22,22,0.361651167570704
1444,4,16,0.0729166666666667,0.322916666666667,1,22,22,0.342340437941086
1445,5,16,0.09375,0.322916666666667,1,16,16,0.323167653878805
1446,6,16,0.114583333333333,0.322916666666667,1,19,19,0.304151522322965
1447,7,16,0.135416666666667,0.322916666666667,1,28,28,0.285314092882161
1448,8,16,0.15625,0.322916666666667,1,16,16,0.266681483193137
1449,9,16,0.177083333333333,0.322916666666667,1,15,15,0.248284781867994
1450,10,16,0.197916666666667,0.322916666666667,1,15,15,0.230161173207742
1451,11,16,0.21875,0.322916666666667,1,33,33,0.212355336115496
1452,12,16,0.239583333333333,0.322916666666667,1,21,21,0.194921176204812
1453,13,16,0.260416666666667,0.322916666666667,1,16,16,0.177923950959898
1454,14,16,0.28125,0.322916666666667,1,14,14,0.161442835127215
1455,15,16,0.302083333333333,0.322916666666667,1,20,20,0.145573932999624
1456,16,16,0.322916666666667,0.322916666666667,1,15,15,0.130433651670236
1457,17,16,0.34375,0.322916666666667,1,25,25,0.116162167682388
1458,18,16,0.364583333333333,0.322916666666667,1,19,19,0.102926401656591
1459,19,16,0.385416666666667,0.322916666666667,1,23,23,0.0909214242845478
1460,20,16,0.40625,0.322916666666667,1,16,16,0.0803685839757432
1461,21,16,0.427083333333333,0.322916666666667,1,31,31,0.0715080865713567
1462,22,16,0.447916666666667,0.322916666666667,1,28,28,0.0645838036111391
1463,23,16,0.46875,0.322916666666667,1,26,26,0.0598195468920008
1464,24,16,0.489583333333333,0.322916666666667,1,16,16,0.0573894413117334
1465,25,16,0.510416666666667,0.322916666666667,1,12,12,0.0573894413117334
1466,26,16,0.53125,0.322916666666667,1,4,4,0.0598195468920008
1467,27,16,0.552083333333333,0.322916666666667,1,27,27,0.0645838036111391
1468,28,16,0.572916666666667,0.322916666666667,1,27,27,0.0715080865713566
1469,29,16,0.59375,0.322916666666667,1,26,26,0.0803685839757432
1470,30,16,0.614583333333333,0.322916666666667,1,15,15,0.0909214242845478
1471,31,16,0.635416666666667,0.322916666666667,1,27,27,0.102926401656591
1472,32,16,0.65625,0.322916666666667,1,30,30,0.116162167682388
1473,33,16,0.677083333333333,0.322916666666667,1,25,25,0.130433651670236
1474,34,16,0.697916666666667,0.322916666666667,1,19,19,0.145573932999624
1475,35,16,0.71875,0.322916666666667,1,23,23,0.161442835127215
1476,36,16,0.739583333333333,0.322916666666667,1,16,16,0.177923950959898
1477,37,16,0.760416666666667,0.322916666666667,1,15,15,0.194921176204812
1478,38,16,0.78125,0.322916666666667,1,14,14,0.212355336115496
1479,39,16,0.802083333333333,0.322916666666667,1,29,29,0.230161173207742
1480,40,16,0.822916666666667,0.322916666666667,1,16,16,0.248284781867994
1481,41,16,0.84375,0.322916666666667,1,36,36,0.266681483193137
1482,42,16,0.864583333333333,0.322916666666667,1,28,28,0.285314092882161
1483,43,16,0.885416666666667,0.322916666666667,1,15,15,0.304151522322965
1484,44,16,0.90625,0.322916666666667,1,22,22,0.323167653878805
1485,45,16,0.927083333333333,0.322916666666667,1,21,21,0.342340437941086
1486,46,16,0.947916666666667,0.322916666666667,1,17,17,0.361651167570704
1487,47,16,0.96875,0.322916666666667,1,10,10,0.381083894616904
1488,48,16,0.989583333333333,0.322916666666667,1,27,27,0.400624958316658
1489,49,16,1.01041666666667,0.322916666666667,1,13,13,0.420262603328747
1490,50,16,1.03125,0.322916666666667,1,7,7,0.439986668988151
1491,51,16,1.05208333333333,0.322916666666667,1,18,18,0.459788335419823
1492,52,16,1.07291666666667,0.322916666666667,1,23,23,0.479659915192677
1493,53,16,1.09375,0.322916666666667,1,16,16,0.499594681581794
1494,54,16,1.11458333333333,0.322916666666667,1,22,22,0.519586726375365
1495,55,16,1.13541666666667,0.322916666666667,1,16,16,0.539630841624482
1496,56,16,1.15625,0.322916666666667,1,18,18,0.559722420878144
1497,57,16,1.17708333333333,0.322916666666667,1,17,17,0.579857376343368
1498,58,16,1.19791666666667,0.322916666666667,1,6,6,0.600032069116061
1499,59,16,1.21875,0.322916666666667,1,26,26,0.620243250184995
1500,60,16,1.23958333333333,0.322916666666667,1,18,18,0.640488010351832
1501,61,16,1.26041666666667,0.322916666666667,1,12,12,0.660763737560146
1502,62,16,1.28125,0.322916666666667,1,29,29,0.681068080405432
1503,63,16,1.30208333333333,0.322916666666667,1,22,22,0.701398916821513
1504,64,16,1.32291666666667,0.322916666666667,1,24,24,0.721754327118205
1505,65,16,1.34375,0.322916666666667,1,28,28,0.74213257068994
1506,66,16,1.36458333333333,0.322916666666667,1,21,21,0.762532065832297
1507,67,16,1.38541666666667,0.322916666666667,1,19,19,0.782951372198722
1508,68,16,1.40625,0.322916666666667,1,18,18,0.803389175507513
1509,69,16,1.42708333333333,0.322916666666667,1,16,16,0.823844274172858
1510,70,16,1.44791666666667,0.322916666666667,1,10,10,0.844315567586093
1511,71,16,1.46875,0.322916666666667,1,13,13,0.864802045816541
1512,72,16,1.48958333333333,0.322916666666667,1,15,15,0.885302780537066
1513,73,16,1.51041666666667,0.322916666666667,1,22,22,0.905816917009182
1514,74,16,1.53125,0.322916666666667,1,23,23,0.926343666987307
1515,75,16,1.55208333333333,0.322916666666667,1,12,12,0.946882302422447
1516,76,16,1.57291666666667,0.322916666666667,1,19,19,0.967432149862949
1517,77,16,1.59375,0.322916666666667,1,14,14,0.987992585464562
1518,78,16,1.61458333333333,0.322916666666667,1,22,22,1.00856303053436
1519,79,16,1.63541666666667,0.322916666666667,1,23,23,1.02914294754347
1520,80,16,1.65625,0.322916666666667,1,24,24,1.04973183655248
1521,81,16,1.67708333333333,0.322916666666667,1,22,22,1.07032923200078
1522,82,16,1.69791666666667,0.322916666666667,1,22,22,1.09093469981755
1523,83,16,1.71875,0.322916666666667,1,19,19,1.11154783481781
1524,84,16,1.73958333333333,0.322916666666667,1,16,16,1.13216825835118
1525,85,16,1.76041666666667,0.322916666666667,1,21,21,1.15279561617549
1526,86,16,1.78125,0.322916666666667,1,11,11,1.17342957653072
1527,87,16,1.80208333333333,0.322916666666667,1,22,22,1.19406982839151
1528,88,16,1.82291666666667,0.322916666666667,1,27,27,1.2147160798795
1529,89,16,1.84375,0.322916666666667,1,29,29,1.23536805681868
1530,90,16,1.86458333333333,0.322916666666667,1,17,17,1.25602550141905
1531,91,16,1.88541666666667,0.322916666666667,1,21,21,1.2766881710755
1532,92,16,1.90625,0.322916666666667,1,21,21,1.29735583727039
1533,93,16,1.92708333333333,0.322916666666667,1,15,15,1.31802828456961
1534,94,16,1.94791666666667,0.322916666666667,1,19,19,1.33870530970294
1535,95,16,1.96875,0.322916666666667,1,11,11,1.3593867207206
