cell,ix,iy,xc,yc,nFluid,mass
1377,33,22,1.015625,0.671875,20,20
1378,34,22,1.046875,0.671875,20,20
1379,35,22,1.078125,0.671875,20,20
1380,36,22,1.109375,0.671875,20,20
1381,37,22,1.140625,0.671875,20,20
1382,38,22,1.171875,0.671875,20,20
1383,39,22,1.203125,0.671875,20,20
1384,40,22,1.234375,0.671875,20,20
1385,41,22,1.265625,0.671875,20,20
1386,42,22,1.296875,0.671875,20,20
1387,43,22,1.328125,0.671875,20,20
1388,44,22,1.359375,0.671875,20,20
1389,45,22,1.390625,0.671875,20,20
1390,46,22,1.421875,0.671875,20,20
1391,47,22,1.453125,0.671875,20,20
1392,48,22,1.484375,0.671875,20,20
1393,49,22,1.515625,0.671875,20,20
1394,50,22,1.546875,0.671875,20,20
1395,51,22,1.578125,0.671875,20,20
1396,52,22,1.609375,0.671875,20,20
1397,53,22,1.640625,0.671875,20,20
1398,54,22,1.671875,0.671875,20,20
1399,55,22,1.703125,0.671875,20,20
1400,56,22,1.734375,0.671875,20,20
1401,57,22,1.765625,0.671875,20,20
1402,58,22,1.796875,0.671875,20,20
1403,59,22,1.828125,0.671875,20,20
1404,60,22,1.859375,0.671875,20,20
1405,61,22,1.890625,0.671875,20,20
1406,62,22,1.921875,0.671875,20,20
1407,63,22,1.953125,0.671875,20,20
1408,64,22,1.984375,0.671875,20,20
1409,1,23,0.015625,0.703125,20,20
1410,2,23,0.046875,0.703125,20,20
1411,3,23,0.078125,0.703125,20,20
1412,4,23,0.109375,0.703125,20,20
1413,5,23,0.140625,0.703125,20,20
1414,6,23,0.171875,0.703125,20,20
1415,7,23,0.203125,0.703125,20,20
1416,8,23,0.234375,0.703125,20,20
1417,9,23,0.265625,0.703125,20,20
1418,10,23,0.296875,0.703125,20,20
1419,11,23,0.328125,0.703125,20,20
1420,12,23,0.359375,0.703125,20,20
1421,13,23,0.390625,0.703125,20,20
1422,14,23,0.421875,0.703125,20,20
1423,15,23,0.453125,0.703125,20,20
1424,16,23,0.484375,0.703125,20,20
1425,17,23,0.515625,0.703125,20,20
1426,18,23,0.546875,0.703125,20,20
1427,19,23,0.578125,0.703125,20,20
1428,20,23,0.609375,0.703125,20,20
1429,21,23,0.640625,0.703125,20,20
1430,22,23,0.671875,0.703125,20,20
1431,23,23,0.703125,0.703125,20,20
1432,24,23,0.734375,0.703125,20,20
1433,25,23,0.765625,0.703125,20,20
1434,26,23,0.796875,0.703125,20,20
1435,27,23,0.828125,0.703125,20,20
1436,28,23,0.859375,0.703125,20,20
1437,29,23,0.890625,0.703125,20,20
1438,30,23,0.921875,0.703125,20,20
1439,31,23,0.953125,0.703125,20,20
1440,32,23,0.984375,0.703125,20,20
1441,33,23,1.015625,0.703125,20,20
1442,34,23,1.046875,0.703125,20,20
1443,35,23,1.078125,0.703125,20,20
1444,36,23,1.109375,0.703125,20,20
1445,37,23,1.140625,0.703125,20,20
1446,38,23,1.171875,0.703125,20,20
1447,39,23,1.203125,0.703125,20,20
1448,40,23,1.234375,0.703125,20,20
1449,41,23,1.265625,0.703125,20,20
1450,42,23,1.296875,0.703125,20,20
1451,43,23,1.328125,0.703125,20,20
1452,44,23,1.359375,0.703125,20,20
1453,45,23,1.390625,0.703125,20,20
1454,46,23,1.421875,0.703125,20,20
1455,47,23,1.453125,0.703125,20,20
1456,48,23,1.484375,0.703125,20,20
1457,49,23,1.515625,0.703125,20,20
1458,50,23,1.546875,0.703125,20,20
1459,51,23,1.578125,0.703125,20,20
1460,52,23,1.609375,0.703125,20,20
1461,53,23,1.640625,0.703125,20,20
1462,54,23,1.671875,0.703125,20,20
1463,55,23,1.703125,0.703125,20,20
1464,56,23,1.734375,0.703125,20,20
1465,57,23,1.765625,0.703125,20,20
1466,58,23,1.796875,0.703125,20,20
1467,59,23,1.828125,0.703125,20,20
1468,60,23,1.859375,0.703125,20,20
1469,61,23,1.890625,0.703125,20,20
1470,62,23,1.921875,0.703125,20,20
1471,63,23,1.953125,0.703125,20,20
1472,64,23,1.984375,0.703125,20,20
1473,1,24,0.015625,0.734375,20,20
1474,2,24,0.046875,0.734375,20,20
1475,3,24,0.078125,0.734375,20,20
1476,4,24,0.109375,0.734375,20,20
1477,5,24,0.140625,0.734375,20,20
1478,6,24,0.171875,0.734375,20,20
1479,7,24,0.203125,0.734375,20,20
1480,8,24,0.234375,0.734375,20,20
1481,9,24,0.265625,0.734375,20,20
1482,10,24,0.296875,0.734375,20,20
1483,11,24,0.328125,0.734375,20,20
1484,12,24,0.359375,0.734375,20,20
1485,13,24,0.390625,0.734375,20,20
1486,14,24,0.421875,0.734375,20,20
1487,15,24,0.453125,0.734375,20,20
1488,16,24,0.484375,0.734375,20,20
1489,17,24,0.515625,0.734375,20,20
1490,18,24,0.546875,0.734375,20,20
1491,19,24,0.578125,0.734375,20,20
1492,20,24,0.609375,0.734375,20,20
1493,21,24,0.640625,0.734375,20,20
1494,22,24,0.671875,0.734375,20,20
1495,23,24,0.703125,0.734375,20,20
1496,24,24,0.734375,0.734375,20,20
1497,25,24,0.765625,0.734375,20,20
1498,26,24,0.796875,0.734375,20,20
1499,27,24,0.828125,0.734375,20,20
1500,28,24,0.859375,0.734375,20,20
1501,29,24,0.890625,0.734375,20,20
1502,30,24,0.921875,0.734375,20,20
1503,31,24,0.953125,0.734375,20,20
1504,32,24,0.984375,0.734375,20,20
1505,33,24,1.015625,0.734375,20,20
1506,34,24,1.046875,0.734375,20,20
1507,35,24,1.078125,0.734375,20,20
1508,36,24,1.109375,0.734375,20,20
1509,37,24,1.140625,0.734375,20,20
1510,38,24,1.171875,0.734375,20,20
1511,39,24,1.203125,0.734375,20,20
1512,40,24,1.234375,0.734375,20,20
1513,41,24,1.265625,0.734375,20,20
1514,42,24,1.296875,0.734375,20,20
1515,43,24,1.328125,0.734375,20,20
1516,44,24,1.359375,0.734375,20,20
1517,45,24,1.390625,0.734375,20,20
1518,46,24,1.421875,0.734375,20,20
1519,47,24,1.453125,0.734375,20,20
1520,48,24,1.484375,0.734375,20,20
1521,49,24,1.515625,0.734375,20,20
1522,50,24,1.546875,0.734375,20,20
1523,51,24,1.578125,0.734375,20,20
1524,52,24,1.609375,0.734375,20,20
1525,53,24,1.640625,0.734375,20,20
1526,54,24,1.671875,0.734375,20,20
1527,55,24,1.703125,0.734375,20,20
1528,56,24,1.734375,0.734375,20,20
1529,57,24,1.765625,0.734375,20,20
1530,58,24,1.796875,0.734375,20,20
1531,59,24,1.828125,0.734375,20,20
1532,60,24,1.859375,0.734375,20,20
1533,61,24,1.890625,0.734375,20,20
1534,62,24,1.921875,0.734375,20,20
1535,63,24,1.953125,0.734375,20,20
1536,64,24,1.984375,0.734375,20,20
1537,1,25,0.015625,0.765625,20,20
1538,2,25,0.046875,0.765625,20,20
1539,3,25,0.078125,0.765625,20,20
1540,4,25,0.109375,0.765625,20,20
1541,5,25,0.140625,0.765625,20,20
1542,6,25,0.171875,0.765625,20,20
1543,7,25,0.203125,0.765625,20,20
1544,8,25,0.234375,0.765625,20,20
1545,9,25,0.265625,0.765625,20,20
1546,10,25,0.296875,0.765625,20,20
1547,11,25,0.328125,0.765625,20,20
1548,12,25,0.359375,0.765625,20,20
1549,13,25,0.390625,0.765625,20,20
1550,14,25,0.421875,0.765625,20,20
1551,15,25,0.453125,0.765625,20,20
1552,16,25,0.484375,0.765625,20,20
1553,17,25,0.515625,0.765625,20,20
1554,18,25,0.546875,0.765625,20,20
1555,19,25,0.578125,0.765625,20,20
1556,20,25,0.609375,0.765625,20,20
1557,21,25,0.640625,0.765625,20,20
1558,22,25,0.671875,0.765625,20,20
1559,23,25,0.703125,0.765625,20,20
1560,24,25,0.734375,0.765625,20,20
1561,25,25,0.765625,0.765625,20,20
1562,26,25,0.796875,0.765625,20,20
1563,27,25,0.828125,0.765625,20,20
1564,28,25,0.859375,0.765625,20,20
1565,29,25,0.890625,0.765625,20,20
1566,30,25,0.921875,0.765625,20,20
1567,31,25,0.953125,0.765625,20,20
1568,32,25,0.984375,0.765625,20,20
1569,33,25,1.015625,0.765625,20,20
1570,34,25,1.046875,0.765625,20,20
1571,35,25,1.078125,0.765625,20,20
1572,36,25,1.109375,0.765625,20,20
1573,37,25,1.140625,0.765625,20,20
1574,38,25,1.171875,0.765625,20,20
1575,39,25,1.203125,0.765625,20,20
1576,40,25,1.234375,0.765625,20,20
1577,41,25,1.265625,0.765625,20,20
1578,42,25,1.296875,0.765625,20,20
1579,43,25,1.328125,0.765625,20,20
1580,44,25,1.359375,0.765625,20,20
1581,45,25,1.390625,0.765625,20,20
1582,46,25,1.421875,0.765625,20,20
1583,47,25,1.453125,0.765625,20,20
1584,48,25,1.484375,0.765625,20,20
1585,49,25,1.515625,0.765625,20,20
1586,50,25,1.546875,0.765625,20,20
1587,51,25,1.578125,0.765625,20,20
1588,52,25,1.609375,0.765625,20,20
1589,53,25,1.640625,0.765625,20,20
1590,54,25,1.671875,0.765625,20,20
1591,55,25,1.703125,0.765625,20,20
1592,56,25,1.734375,0.765625,20,20
1593,57,25,1.765625,0.765625,20,20
1594,58,25,1.796875,0.765625,20,20
1595,59,25,1.828125,0.765625,20,20
1596,60,25,1.859375,0.765625,20,20
1597,61,25,1.890625,0.765625,20,20
1598,62,25,1.921875,0.765625,20,20
1599,63,25,1.953125,0.765625,20,20
1600,64,25,1.984375,0.765625,20,20
1601,1,26,0.015625,0.796875,20,20
1602,2,26,0.046875,0.796875,20,20
1603,3,26,0.078125,0.796875,20,20
1604,4,26,0.109375,0.796875,20,20
1605,5,26,0.140625,0.796875,20,20
1606,6,26,0.171875,0.796875,20,20
1607,7,26,0.203125,0.796875,20,20
1608,8,26,0.234375,0.796875,20,20
1609,9,26,0.265625,0.796875,20,20
1610,10,26,0.296875,0.796875,20,20
1611,11,26,0.328125,0.796875,20,20
1612,12,26,0.359375,0.796875,20,20
1613,13,26,0.390625,0.796875,20,20
1614,14,26,0.421875,0.796875,20,20
1615,15,26,0.453125,0.796875,20,20
1616,16,26,0.484375,0.796875,20,20
1617,17,26,0.515625,0.796875,20,20
1618,18,26,0.546875,0.796875,20,20
1619,19,26,0.578125,0.796875,20,20
1620,20,26,0.609375,0.796875,20,20
1621,21,26,0.640625,0.796875,20,20
1622,22,26,0.671875,0.796875,20,20
1623,23,26,0.703125,0.796875,20,20
1624,24,26,0.734375,0.796875,20,20
1625,25,26,0.765625,0.796875,20,20
1626,26,26,0.796875,0.796875,20,20
1627,27,26,0.828125,0.796875,20,20
1628,28,26,0.859375,0.796875,20,20
1629,29,26,0.890625,0.796875,20,20
1630,30,26,0.921875,0.796875,20,20
1631,31,26,0.953125,0.796875,20,20
1632,32,26,0.984375,0.796875,20,20
1633,33,26,1.015625,0.796875,20,20
1634,34,26,1.046875,0.796875,20,20
1635,35,26,1.078125,0.796875,20,20
1636,36,26,1.109375,0.796875,20,20
1637,37,26,1.140625,0.796875,20,20
1638,38,26,1.171875,0.796875,20,20
1639,39,26,1.203125,0.796875,20,20
1640,40,26,1.234375,0.796875,20,20
1641,41,26,1.265625,0.796875,20,20
1642,42,26,1.296875,0.796875,20,20
1643,43,26,1.328125,0.796875,20,20
1644,44,26,1.359375,0.796875,20,20
1645,45,26,1.390625,0.796875,20,20
1646,46,26,1.421875,0.796875,20,20
1647,47,26,1.453125,0.796875,20,20
1648,48,26,1.484375,0.796875,20,20
1649,49,26,1.515625,0.796875,20,20
1650,50,26,1.546875,0.796875,20,20
1651,51,26,1.578125,0.796875,20,20
1652,52,26,1.609375,0.796875,20,20
1653,53,26,1.640625,0.796875,20,20
1654,54,26,1.671875,0.796875,20,20
1655,55,26,1.703125,0.796875,20,20
1656,56,26,1.734375,0.796875,20,20
1657,57,26,1.765625,0.796875,20,20
1658,58,26,1.796875,0.796875,20,20
1659,59,26,1.828125,0.796875,20,20
1660,60,26,1.859375,0.796875,20,20
1661,61,26,1.890625,0.796875,20,20
1662,62,26,1.921875,0.796875,20,20
1663,63,26,1.953125,0.796875,20,20
1664,64,26,1.984375,0.796875,20,20
1665,1,27,0.015625,0.828125,20,20
1666,2,27,0.046875,0.828125,20,20
1667,3,27,0.078125,0.828125,20,20
1668,4,27,0.109375,0.828125,20,20
1669,5,27,0.140625,0.828125,20,20
1670,6,27,0.171875,0.828125,20,20
1671,7,27,0.203125,0.828125,20,20
1672,8,27,0.234375,0.828125,20,20
1673,9,27,0.265625,0.828125,20,20
1674,10,27,0.296875,0.828125,20,20
1675,11,27,0.328125,0.828125,20,20
1676,12,27,0.359375,0.828125,20,20
1677,13,27,0.390625,0.828125,20,20
1678,14,27,0.421875,0.828125,20,20
1679,15,27,0.453125,0.828125,20,20
1680,16,27,0.484375,0.828125,20,20
1681,17,27,0.515625,0.828125,20,20
1682,18,27,0.546875,0.828125,20,20
1683,19,27,0.578125,0.828125,20,20
1684,20,27,0.609375,0.828125,20,20
1685,21,27,0.640625,0.828125,20,20
1686,22,27,0.671875,0.828125,20,20
1687,23,27,0.703125,0.828125,20,20
1688,24,27,0.734375,0.828125,20,20
1689,25,27,0.765625,0.828125,20,20
1690,26,27,0.796875,0.828125,20,20
1691,27,27,0.828125,0.828125,20,20
1692,28,27,0.859375,0.828125,20,20
1693,29,27,0.890625,0.828125,20,20
1694,30,27,0.921875,0.828125,20,20
1695,31,27,0.953125,0.828125,20,20
1696,32,27,0.984375,0.828125,20,20
1697,33,27,1.015625,0.828125,20,20
1698,34,27,1.046875,0.828125,20,20
1699,35,27,1.078125,0.828125,20,20
1700,36,27,1.109375,0.828125,20,20
1701,37,27,1.140625,0.828125,20,20
1702,38,27,1.171875,0.828125,20,20
1703,39,27,1.203125,0.828125,20,20
1704,40,27,1.234375,0.828125,20,20
1705,41,27,1.265625,0.828125,20,20
1706,42,27,1.296875,0.828125,20,20
1707,43,27,1.328125,0.828125,20,20
1708,44,27,1.359375,0.828125,20,20
1709,45,27,1.390625,0.828125,20,20
1710,46,27,1.421875,0.828125,20,20
1711,47,27,1.453125,0.828125,20,20
1712,48,27,1.484375,0.828125,20,20
1713,49,27,1.515625,0.828125,20,20
1714,50,27,1.546875,0.828125,20,20
1715,51,27,1.578125,0.828125,20,20
1716,52,27,1.609375,0.828125,20,20
1717,53,27,1.640625,0.828125,20,20
1718,54,27,1.671875,0.828125,20,20
1719,55,27,1.703125,0.828125,20,20
1720,56,27,1.734375,0.828125,20,20
1721,57,27,1.765625,0.828125,20,20
1722,58,27,1.796875,0.828125,20,20
1723,59,27,1.828125,0.828125,20,20
1724,60,27,1.859375,0.828125,20,20
1725,61,27,1.890625,0.828125,20,20
1726,62,27,1.921875,0.828125,20,20
1727,63,27,1.953125,0.828125,20,20
1728,64,27,1.984375,0.828125,20,20
1729,1,28,0.015625,0.859375,20,20
1730,2,28,0.046875,0.859375,20,20
1731,3,28,0.078125,0.859375,20,20
1732,4,28,0.109375,0.859375,20,20
1733,5,28,0.140625,0.859375,20,20
1734,6,28,0.171875,0.859375,20,20
1735,7,28,0.203125,0.859375,20,20
1736,8,28,0.234375,0.859375,20,20
1737,9,28,0.265625,0.859375,20,20
1738,10,28,0.296875,0.859375,20,20
1739,11,28,0.328125,0.859375,20,20
1740,12,28,0.359375,0.859375,20,20
1741,13,28,0.390625,0.859375,20,20
1742,14,28,0.421875,0.859375,20,20
1743,15,28,0.453125,0.859375,20,20
1744,16,28,0.484375,0.859375,20,20
1745,17,28,0.515625,0.859375,20,20
1746,18,28,0.546875,0.859375,20,20
1747,19,28,0.578125,0.859375,20,20
1748,20,28,0.609375,0.859375,20,20
1749,21,28,0.640625,0.859375,20,20
1750,22,28,0.671875,0.859375,20,20
1751,23,28,0.703125,0.859375,20,20
1752,24,28,0.734375,0.859375,20,20
1753,25,28,0.765625,0.859375,20,20
1754,26,28,0.796875,0.859375,20,20
1755,27,28,0.828125,0.859375,20,20
1756,28,28,0.859375,0.859375,20,20
1757,29,28,0.890625,0.859375,20,20
1758,30,28,0.921875,0.859375,20,20
1759,31,28,0.953125,0.859375,20,20
1760,32,28,0.984375,0.859375,20,20
1761,33,28,1.015625,0.859375,20,20
1762,34,28,1.046875,0.859375,20,20
1763,35,28,1.078125,0.859375,20,20
1764,36,28,1.109375,0.859375,20,20
1765,37,28,1.140625,0.859375,20,20
1766,38,28,1.171875,0.859375,20,20
1767,39,28,1.203125,0.859375,20,20
1768,40,28,1.234375,0.859375,20,20
1769,41,28,1.265625,0.859375,20,20
1770,42,28,1.296875,0.859375,20,20
1771,43,28,1.328125,0.859375,20,20
1772,44,28,1.359375,0.859375,20,20
1773,45,28,1.390625,0.859375,20,20
1774,46,28,1.421875,0.859375,20,20
1775,47,28,1.453125,0.859375,20,20
1776,48,28,1.484375,0.859375,20,20
1777,49,28,1.515625,0.859375,20,20
1778,50,28,1.546875,0.859375,20,20
1779,51,28,1.578125,0.859375,20,20
1780,52,28,1.609375,0.859375,20,20
1781,53,28,1.640625,0.859375,20,20
1782,54,28,1.671875,0.859375,20,20
1783,55,28,1.703125,0.859375,20,20
1784,56,28,1.734375,0.859375,20,20
1785,57,28,1.765625,0.859375,20,20
1786,58,28,1.796875,0.859375,20,20
1787,59,28,1.828125,0.859375,20,20
1788,60,28,1.859375,0.859375,20,20
1789,61,28,1.890625,0.859375,20,20
1790,62,28,1.921875,0.859375,20,20
1791,63,28,1.953125,0.859375,20,20
1792,64,28,1.984375,0.859375,20,20
1793,1,29,0.015625,0.890625,20,20
1794,2,29,0.046875,0.890625,20,20
1795,3,29,0.078125,0.890625,20,20
1796,4,29,0.109375,0.890625,20,20
1797,5,29,0.140625,0.890625,20,20
1798,6,29,0.171875,0.890625,20,20
1799,7,29,0.203125,0.890625,20,20
1800,8,29,0.234375,0.890625,20,20
1801,9,29,0.265625,0.890625,20,20
1802,10,29,0.296875,0.890625,20,20
1803,11,29,0.328125,0.890625,20,20
1804,12,29,0.359375,0.890625,20,20
1805,13,29,0.390625,0.890625,20,20
1806,14,29,0.421875,0.890625,20,20
1807,15,29,0.453125,0.890625,20,20
1808,16,29,0.484375,0.890625,20,20
1809,17,29,0.515625,0.890625,20,20
1810,18,29,0.546875,0.890625,20,20
1811,19,29,0.578125,0.890625,20,20
1812,20,29,0.609375,0.890625,20,20
1813,21,29,0.640625,0.890625,20,20
1814,22,29,0.671875,0.890625,20,20
1815,23,29,0.703125,0.890625,20,20
1816,24,29,0.734375,0.890625,20,20
1817,25,29,0.765625,0.890625,20,20
1818,26,29,0.796875,0.890625,20,20
1819,27,29,0.828125,0.890625,20,20
1820,28,29,0.859375,0.890625,20,20
1821,29,29,0.890625,0.890625,20,20
1822,30,29,0.921875,0.890625,20,20
1823,31,29,0.953125,0.890625,20,20
1824,32,29,0.984375,0.890625,20,20
1825,33,29,1.015625,0.890625,20,20
1826,34,29,1.046875,0.890625,20,20
1827,35,29,1.078125,0.890625,20,20
1828,36,29,1.109375,0.890625,20,20
1829,37,29,1.140625,0.890625,20,20
1830,38,29,1.171875,0.890625,20,20
1831,39,29,1.203125,0.890625,20,20
1832,40,29,1.234375,0.890625,20,20
1833,41,29,1.265625,0.890625,20,20
1834,42,29,1.296875,0.890625,20,20
1835,43,29,1.328125,0.890625,20,20
1836,44,29,1.359375,0.890625,20,20
1837,45,29,1.390625,0.890625,20,20
1838,46,29,1.421875,0.890625,20,20
1839,47,29,1.453125,0.890625,20,20
1840,48,29,1.484375,0.890625,20,20
1841,49,29,1.515625,0.890625,20,20
1842,50,29,1.546875,0.890625,20,20
1843,51,29,1.578125,0.890625,20,20
1844,52,29,1.609375,0.890625,20,20
1845,53,29,1.640625,0.890625,20,20
1846,54,29,1.671875,0.890625,20,20
1847,55,29,1.703125,0.890625,20,20
1848,56,29,1.734375,0.890625,20,20
1849,57,29,1.765625,0.890625,20,20
1850,58,29,1.796875,0.890625,20,20
1851,59,29,1.828125,0.890625,20,20
1852,60,29,1.859375,0.890625,20,20
1853,61,29,1.890625,0.890625,20,20
1854,62,29,1.921875,0.890625,20,20
1855,63,29,1.953125,0.890625,20,20
1856,64,29,1.984375,0.890625,20,20
1857,1,30,0.015625,0.921875,20,20
1858,2,30,0.046875,0.921875,20,20
1859,3,30,0.078125,0.921875,20,20
1860,4,30,0.109375,0.921875,20,20
1861,5,30,0.140625,0.921875,20,20
1862,6,30,0.171875,0.921875,20,20
1863,7,30,0.203125,0.921875,20,20
1864,8,30,0.234375,0.921875,20,20
1865,9,30,0.265625,0.921875,20,20
1866,10,30,0.296875,0.921875,20,20
1867,11,30,0.328125,0.921875,20,20
1868,12,30,0.359375,0.921875,20,20
1869,13,30,0.390625,0.921875,20,20
1870,14,30,0.421875,0.921875,20,20
1871,15,30,0.453125,0.921875,20,20
1872,16,30,0.484375,0.921875,20,20
1873,17,30,0.515625,0.921875,20,20
1874,18,30,0.546875,0.921875,20,20
1875,19,30,0.578125,0.921875,20,20
1876,20,30,0.609375,0.921875,20,20
1877,21,30,0.640625,0.921875,20,20
1878,22,30,0.671875,0.921875,20,20
1879,23,30,0.703125,0.921875,20,20
1880,24,30,0.734375,0.921875,20,20
1881,25,30,0.765625,0.921875,20,20
1882,26,30,0.796875,0.921875,20,20
1883,27,30,0.828125,0.921875,20,20
1884,28,30,0.859375,0.921875,20,20
1885,29,30,0.890625,0.921875,20,20
1886,30,30,0.921875,0.921875,20,20
1887,31,30,0.953125,0.921875,20,20
1888,32,30,0.984375,0.921875,20,20
1889,33,30,1.015625,0.921875,20,20
1890,34,30,1.046875,0.921875,20,20
1891,35,30,1.078125,0.921875,20,20
1892,36,30,1.109375,0.921875,20,20
1893,37,30,1.140625,0.921875,20,20
1894,38,30,1.171875,0.921875,20,20
1895,39,30,1.203125,0.921875,20,20
1896,40,30,1.234375,0.921875,20,20
1897,41,30,1.265625,0.921875,20,20
1898,42,30,1.296875,0.921875,20,20
1899,43,30,1.328125,0.921875,20,20
1900,44,30,1.359375,0.921875,20,20
1901,45,30,1.390625,0.921875,20,20
1902,46,30,1.421875,0.921875,20,20
1903,47,30,1.453125,0.921875,20,20
1904,48,30,1.484375,0.921875,20,20
1905,49,30,1.515625,0.921875,20,20
1906,50,30,1.546875,0.921875,20,20
1907,51,30,1.578125,0.921875,20,20
1908,52,30,1.609375,0.921875,20,20
1909,53,30,1.640625,0.921875,20,20
1910,54,30,1.671875,0.921875,20,20
1911,55,30,1.703125,0.921875,20,20
1912,56,30,1.734375,0.921875,20,20
1913,57,30,1.765625,0.921875,20,20
1914,58,30,1.796875,0.921875,20,20
1915,59,30,1.828125,0.921875,20,20
1916,60,30,1.859375,0.921875,20,20
1917,61,30,1.890625,0.921875,20,20
1918,62,30,1.921875,0.921875,20,20
1919,63,30,1.953125,0.921875,20,20
1920,64,30,1.984375,0.921875,20,20
1921,1,31,0.015625,0.953125,20,20
1922,2,31,0.046875,0.953125,20,20
1923,3,31,0.078125,0.953125,20,20
1924,4,31,0.109375,0.953125,20,20
1925,5,31,0.140625,0.953125,20,20
1926,6,31,0.171875,0.953125,20,20
1927,7,31,0.203125,0.953125,20,20
1928,8,31,0.234375,0.953125,20,20
1929,9,31,0.265625,0.953125,20,20
1930,10,31,0.296875,0.953125,20,20
1931,11,31,0.328125,0.953125,20,20
1932,12,31,0.359375,0.953125,20,20
1933,13,31,0.390625,0.953125,20,20
1934,14,31,0.421875,0.953125,20,20
1935,15,31,0.453125,0.953125,20,20
1936,16,31,0.484375,0.953125,20,20
1937,17,31,0.515625,0.953125,20,20
1938,18,31,0.546875,0.953125,20,20
1939,19,31,0.578125,0.953125,20,20
1940,20,31,0.609375,0.953125,20,20
1941,21,31,0.640625,0.953125,20,20
1942,22,31,0.671875,0.953125,20,20
1943,23,31,0.703125,0.953125,20,20
1944,24,31,0.734375,0.953125,20,20
1945,25,31,0.765625,0.953125,20,20
1946,26,31,0.796875,0.953125,20,20
1947,27,31,0.828125,0.953125,20,20
1948,28,31,0.859375,0.953125,20,20
1949,29,31,0.890625,0.953125,20,20
1950,30,31,0.921875,0.953125,20,20
1951,31,31,0.953125,0.953125,20,20
1952,32,31,0.984375,0.953125,20,20
1953,33,31,1.015625,0.953125,20,20
1954,34,31,1.046875,0.953125,20,20
1955,35,31,1.078125,0.953125,20,20
1956,36,31,1.109375,0.953125,20,20
1957,37,31,1.140625,0.953125,20,20
1958,38,31,1.171875,0.953125,20,20
1959,39,31,1.203125,0.953125,20,20
1960,40,31,1.234375,0.953125,20,20
1961,41,31,1.265625,0.953125,20,20
1962,42,31,1.296875,0.953125,20,20
1963,43,31,1.328125,0.953125,20,20
1964,44,31,1.359375,0.953125,20,20
1965,45,31,1.390625,0.953125,20,20
1966,46,31,1.421875,0.953125,20,20
1967,47,31,1.453125,0.953125,20,20
1968,48,31,1.484375,0.953125,20,20
1969,49,31,1.515625,0.953125,20,20
1970,50,31,1.546875,0.953125,20,20
1971,51,31,1.578125,0.953125,20,20
1972,52,31,1.609375,0.953125,20,20
1973,53,31,1.640625,0.953125,20,20
1974,54,31,1.671875,0.953125,20,20
1975,55,31,1.703125,0.953125,20,20
1976,56,31,1.734375,0.953125,20,20
1977,57,31,1.765625,0.953125,20,20
1978,58,31,1.796875,0.953125,20,20
1979,59,31,1.828125,0.953125,20,20
1980,60,31,1.859375,0.953125,20,20
1981,61,31,1.890625,0.953125,20,20
1982,62,31,1.921875,0.953125,20,20
1983,63,31,1.953125,0.953125,20,20
1984,64,31,1.984375,0.953125,20,20
1985,1,32,0.015625,0.984375,20,20
1986,2,32,0.046875,0.984375,20,20
1987,3,32,0.078125,0.984375,20,20
1988,4,32,0.109375,0.984375,20,20
1989,5,32,0.140625,0.984375,20,20
1990,6,32,0.171875,0.984375,20,20
1991,7,32,0.203125,0.984375,20,20
1992,8,32,0.234375,0.984375,20,20
1993,9,32,0.265625,0.984375,20,20
1994,10,32,0.296875,0.984375,20,20
1995,11,32,0.328125,0.984375,20,20
1996,12,32,0.359375,0.984375,20,20
1997,13,32,0.390625,0.984375,20,20
1998,14,32,0.421875,0.984375,20,20
1999,15,32,0.453125,0.984375,20,20
2000,16,32,0.484375,0.984375,20,20
2001,17,32,0.515625,0.984375,20,20
2002,18,32,0.546875,0.984375,20,20
2003,19,32,0.578125,0.984375,20,20
2004,20,32,0.609375,0.984375,20,20
2005,21,32,0.640625,0.984375,20,20
2006,22,32,0.671875,0.984375,20,20
2007,23,32,0.703125,0.984375,20,20
2008,24,32,0.734375,0.984375,20,20
2009,25,32,0.765625,0.984375,20,20
2010,26,32,0.796875,0.984375,20,20
2011,27,32,0.828125,0.984375,20,20
2012,28,32,0.859375,0.984375,20,20
2013,29,32,0.890625,0.984375,20,20
2014,30,32,0.921875,0.984375,20,20
2015,31,32,0.953125,0.984375,20,20
2016,32,32,0.984375,0.984375,20,20
2017,33,32,1.015625,0.984375,20,20
2018,34,32,1.046875,0.984375,20,20
2019,35,32,1.078125,0.984375,20,20
2020,36,32,1.109375,0.984375,20,20
2021,37,32,1.140625,0.984375,20,20
2022,38,32,1.171875,0.984375,20,20
2023,39,32,1.203125,0.984375,20,20
2024,40,32,1.234375,0.984375,20,20
2025,41,32,1.265625,0.984375,20,20
2026,42,32,1.296875,0.984375,20,20
2027,43,32,1.328125,0.984375,20,20
2028,44,32,1.359375,0.984375,20,20
2029,45,32,1.390625,0.984375,20,20
2030,46,32,1.421875,0.984375,20,20
2031,47,32,1.453125,0.984375,20,20
2032,48,32,1.484375,0.984375,20,20
2033,49,32,1.515625,0.984375,20,20
2034,50,32,1.546875,0.984375,20,20
2035,51,32,1.578125,0.984375,20,20
2036,52,32,1.609375,0.984375,20,20
2037,53,32,1.640625,0.984375,20,20
2038,54,32,1.671875,0.984375,20,20
2039,55,32,1.703125,0.984375,20,20
2040,56,32,1.734375,0.984375,20,20
2041,57,32,1.765625,0.984375,20,20
