cell,ix,iy,xc,yc,nFluid,mass
698,58,11,1.796875,0.328125,20,20
699,59,11,1.828125,0.328125,20,20
700,60,11,1.859375,0.328125,20,20
701,61,11,1.890625,0.328125,20,20
702,62,11,1.921875,0.328125,20,20
703,63,11,1.953125,0.328125,20,20
704,64,11,1.984375,0.328125,20,20
705,1,12,0.015625,0.359375,20,20
706,2,12,0.046875,0.359375,20,20
707,3,12,0.078125,0.359375,20,20
708,4,12,0.109375,0.359375,20,20
709,5,12,0.140625,0.359375,20,20
710,6,12,0.171875,0.359375,20,20
711,7,12,0.203125,0.359375,20,20
712,8,12,0.234375,0.359375,20,20
713,9,12,0.265625,0.359375,20,20
714,10,12,0.296875,0.359375,20,20
715,11,12,0.328125,0.359375,20,20
716,12,12,0.359375,0.359375,20,20
717,13,12,0.390625,0.359375,20,20
718,14,12,0.421875,0.359375,20,20
719,15,12,0.453125,0.359375,20,20
720,16,12,0.484375,0.359375,20,20
721,17,12,0.515625,0.359375,20,20
722,18,12,0.546875,0.359375,20,20
723,19,12,0.578125,0.359375,20,20
724,20,12,0.609375,0.359375,20,20
725,21,12,0.640625,0.359375,20,20
726,22,12,0.671875,0.359375,20,20
727,23,12,0.703125,0.359375,20,20
728,24,12,0.734375,0.359375,20,20
729,25,12,0.765625,0.359375,20,20
730,26,12,0.796875,0.359375,20,20
731,27,12,0.828125,0.359375,20,20
732,28,12,0.859375,0.359375,20,20
733,29,12,0.890625,0.359375,20,20
734,30,12,0.921875,0.359375,20,20
735,31,12,0.953125,0.359375,20,20
736,32,12,0.984375,0.359375,20,20
737,33,12,1.015625,0.359375,20,20
738,34,12,1.046875,0.359375,20,20
739,35,12,1.078125,0.359375,20,20
740,36,12,1.109375,0.359375,20,20
741,37,12,1.140625,0.359375,20,20
742,38,12,1.171875,0.359375,20,20
743,39,12,1.203125,0.359375,20,20
744,40,12,1.234375,0.359375,20,20
745,41,12,1.265625,0.359375,20,20
746,42,12,1.296875,0.359375,20,20
747,43,12,1.328125,0.359375,20,20
748,44,12,1.359375,0.359375,20,20
749,45,12,1.390625,0.359375,20,20
750,46,12,1.421875,0.359375,20,20
751,47,12,1.453125,0.359375,20,20
752,48,12,1.484375,0.359375,20,20
753,49,12,1.515625,0.359375,20,20
754,50,12,1.546875,0.359375,20,20
755,51,12,1.578125,0.359375,20,20
756,52,12,1.609375,0.359375,20,20
757,53,12,1.640625,0.359375,20,20
758,54,12,1.671875,0.359375,20,20
759,55,12,1.703125,0.359375,20,20
760,56,12,1.734375,0.359375,20,20
761,57,12,1.765625,0.359375,20,20
762,58,12,1.796875,0.359375,20,20
763,59,12,1.828125,0.359375,20,20
764,60,12,1.859375,0.359375,20,20
765,61,12,1.890625,0.359375,20,20
766,62,12,1.921875,0.359375,20,20
767,63,12,1.953125,0.359375,20,20
768,64,12,1.984375,0.359375,20,20
769,1,13,0.015625,0.390625,20,20
770,2,13,0.046875,0.390625,20,20
771,3,13,0.078125,0.390625,20,20
772,4,13,0.109375,0.390625,20,20
773,5,13,0.140625,0.390625,20,20
774,6,13,0.171875,0.390625,20,20
775,7,13,0.203125,0.390625,20,20
776,8,13,0.234375,0.390625,20,20
777,9,13,0.265625,0.390625,20,20
778,10,13,0.296875,0.390625,20,20
779,11,13,0.328125,0.390625,20,20
780,12,13,0.359375,0.390625,20,20
781,13,13,0.390625,0.390625,20,20
782,14,13,0.421875,0.390625,20,20
783,15,13,0.453125,0.390625,20,20
784,16,13,0.484375,0.390625,20,20
785,17,13,0.515625,0.390625,20,20
786,18,13,0.546875,0.390625,20,20
787,19,13,0.578125,0.390625,20,20
788,20,13,0.609375,0.390625,20,20
789,21,13,0.640625,0.390625,20,20
790,22,13,0.671875,0.390625,20,20
791,23,13,0.703125,0.390625,20,20
792,24,13,0.734375,0.390625,20,20
793,25,13,0.765625,0.390625,20,20
794,26,13,0.796875,0.390625,20,20
795,27,13,0.828125,0.390625,20,20
796,28,13,0.859375,0.390625,20,20
797,29,13,0.890625,0.390625,20,20
798,30,13,0.921875,0.390625,20,20
799,31,13,0.953125,0.390625,20,20
800,32,13,0.984375,0.390625,20,20
801,33,13,1.015625,0.390625,20,20
802,34,13,1.046875,0.390625,20,20
803,35,13,1.078125,0.390625,20,20
804,36,13,1.109375,0.390625,20,20
805,37,13,1.140625,0.390625,20,20
806,38,13,1.171875,0.390625,20,20
807,39,13,1.203125,0.390625,20,20
808,40,13,1.234375,0.390625,20,20
809,41,13,1.265625,0.390625,20,20
810,42,13,1.296875,0.390625,20,20
811,43,13,1.328125,0.390625,20,20
812,44,13,1.359375,0.390625,20,20
813,45,13,1.390625,0.390625,20,20
814,46,13,1.421875,0.390625,20,20
815,47,13,1.453125,0.390625,20,20
816,48,13,1.484375,0.390625,20,20
817,49,13,1.515625,0.390625,20,20
818,50,13,1.546875,0.390625,20,20
819,51,13,1.578125,0.390625,20,20
820,52,13,1.609375,0.390625,20,20
821,53,13,1.640625,0.390625,20,20
822,54,13,1.671875,0.390625,20,20
823,55,13,1.703125,0.390625,20,20
824,56,13,1.734375,0.390625,20,20
825,57,13,1.765625,0.390625,20,20
826,58,13,1.796875,0.390625,20,20
827,59,13,1.828125,0.390625,20,20
828,60,13,1.859375,0.390625,20,20
829,61,13,1.890625,0.390625,20,20
830,62,13,1.921875,0.390625,20,20
831,63,13,1.953125,0.390625,20,20
832,64,13,1.984375,0.390625,20,20
833,1,14,0.015625,0.421875,20,20
834,2,14,0.046875,0.421875,20,20
835,3,14,0.078125,0.421875,20,20
836,4,14,0.109375,0.421875,20,20
837,5,14,0.140625,0.421875,20,20
838,6,14,0.171875,0.421875,20,20
839,7,14,0.203125,0.421875,20,20
840,8,14,0.234375,0.421875,20,20
841,9,14,0.265625,0.421875,20,20
842,10,14,0.296875,0.421875,20,20
843,11,14,0.328125,0.421875,20,20
844,12,14,0.359375,0.421875,20,20
845,13,14,0.390625,0.421875,20,20
846,14,14,0.421875,0.421875,20,20
847,15,14,0.453125,0.421875,20,20
848,16,14,0.484375,0.421875,20,20
849,17,14,0.515625,0.421875,20,20
850,18,14,0.546875,0.421875,20,20
851,19,14,0.578125,0.421875,20,20
852,20,14,0.609375,0.421875,20,20
853,21,14,0.640625,0.421875,20,20
854,22,14,0.671875,0.421875,20,20
855,23,14,0.703125,0.421875,20,20
856,24,14,0.734375,0.421875,20,20
857,25,14,0.765625,0.421875,20,20
858,26,14,0.796875,0.421875,20,20
859,27,14,0.828125,0.421875,20,20
860,28,14,0.859375,0.421875,20,20
861,29,14,0.890625,0.421875,20,20
862,30,14,0.921875,0.421875,20,20
863,31,14,0.953125,0.421875,20,20
864,32,14,0.984375,0.421875,20,20
865,33,14,1.015625,0.421875,20,20
866,34,14,1.046875,0.421875,20,20
867,35,14,1.078125,0.421875,20,20
868,36,14,1.109375,0.421875,20,20
869,37,14,1.140625,0.421875,20,20
870,38,14,1.171875,0.421875,20,20
871,39,14,1.203125,0.421875,20,20
872,40,14,1.234375,0.421875,20,20
873,41,14,1.265625,0.421875,20,20
874,42,14,1.296875,0.421875,20,20
875,43,14,1.328125,0.421875,20,20
876,44,14,1.359375,0.421875,20,20
877,45,14,1.390625,0.421875,20,20
878,46,14,1.421875,0.421875,20,20
879,47,14,1.453125,0.421875,20,20
880,48,14,1.484375,0.421875,20,20
881,49,14,1.515625,0.421875,20,20
882,50,14,1.546875,0.421875,20,20
883,51,14,1.578125,0.421875,20,20
884,52,14,1.609375,0.421875,20,20
885,53,14,1.640625,0.421875,20,20
886,54,14,1.671875,0.421875,20,20
887,55,14,1.703125,0.421875,20,20
888,56,14,1.734375,0.421875,20,20
889,57,14,1.765625,0.421875,20,20
890,58,14,1.796875,0.421875,20,20
891,59,14,1.828125,0.421875,20,20
892,60,14,1.859375,0.421875,20,20
893,61,14,1.890625,0.421875,20,20
894,62,14,1.921875,0.421875,20,20
895,63,14,1.953125,0.421875,20,20
896,64,14,1.984375,0.421875,20,20
897,1,15,0.015625,0.453125,20,20
898,2,15,0.046875,0.453125,20,20
899,3,15,0.078125,0.453125,20,20
900,4,15,0.109375,0.453125,20,20
901,5,15,0.140625,0.453125,20,20
902,6,15,0.171875,0.453125,20,20
903,7,15,0.203125,0.453125,20,20
904,8,15,0.234375,0.453125,20,20
905,9,15,0.265625,0.453125,20,20
906,10,15,0.296875,0.453125,20,20
907,11,15,0.328125,0.453125,20,20
908,12,15,0.359375,0.453125,20,20
909,13,15,0.390625,0.453125,20,20
910,14,15,0.421875,0.453125,20,20
911,15,15,0.453125,0.453125,20,20
912,16,15,0.484375,0.453125,20,20
913,17,15,0.515625,0.453125,20,20
914,18,15,0.546875,0.453125,20,20
915,19,15,0.578125,0.453125,20,20
916,20,15,0.609375,0.453125,20,20
917,21,15,0.640625,0.453125,20,20
918,22,15,0.671875,0.453125,20,20
919,23,15,0.703125,0.453125,20,20
920,24,15,0.734375,0.453125,20,20
921,25,15,0.765625,0.453125,20,20
922,26,15,0.796875,0.453125,20,20
923,27,15,0.828125,0.453125,20,20
924,28,15,0.859375,0.453125,20,20
925,29,15,0.890625,0.453125,20,20
926,30,15,0.921875,0.453125,20,20
927,31,15,0.953125,0.453125,20,20
928,32,15,0.984375,0.453125,20,20
929,33,15,1.015625,0.453125,20,20
930,34,15,1.046875,0.453125,20,20
931,35,15,1.078125,0.453125,20,20
932,36,15,1.109375,0.453125,20,20
933,37,15,1.140625,0.453125,20,20
934,38,15,1.171875,0.453125,20,20
935,39,15,1.203125,0.453125,20,20
936,40,15,1.234375,0.453125,20,20
937,41,15,1.265625,0.453125,20,20
938,42,15,1.296875,0.453125,20,20
939,43,15,1.328125,0.453125,20,20
940,44,15,1.359375,0.453125,20,20
941,45,15,1.390625,0.453125,20,20
942,46,15,1.421875,0.453125,20,20
943,47,15,1.453125,0.453125,20,20
944,48,15,1.484375,0.453125,20,20
945,49,15,1.515625,0.453125,20,20
946,50,15,1.546875,0.453125,20,20
947,51,15,1.578125,0.453125,20,20
948,52,15,1.609375,0.453125,20,20
949,53,15,1.640625,0.453125,20,20
950,54,15,1.671875,0.453125,20,20
951,55,15,1.703125,0.453125,20,20
952,56,15,1.734375,0.453125,20,20
953,57,15,1.765625,0.453125,20,20
954,58,15,1.796875,0.453125,20,20
955,59,15,1.828125,0.453125,20,20
956,60,15,1.859375,0.453125,20,20
957,61,15,1.890625,0.453125,20,20
958,62,15,1.921875,0.453125,20,20
959,63,15,1.953125,0.453125,20,20
960,64,15,1.984375,0.453125,20,20
961,1,16,0.015625,0.484375,20,20
962,2,16,0.046875,0.484375,20,20
963,3,16,0.078125,0.484375,20,20
964,4,16,0.109375,0.484375,20,20
965,5,16,0.140625,0.484375,20,20
966,6,16,0.171875,0.484375,20,20
967,7,16,0.203125,0.484375,20,20
968,8,16,0.234375,0.484375,20,20
969,9,16,0.265625,0.484375,20,20
970,10,16,0.296875,0.484375,20,20
971,11,16,0.328125,0.484375,20,20
972,12,16,0.359375,0.484375,20,20
973,13,16,0.390625,0.484375,20,20
974,14,16,0.421875,0.484375,20,20
975,15,16,0.453125,0.484375,20,20
976,16,16,0.484375,0.484375,20,20
977,17,16,0.515625,0.484375,20,20
978,18,16,0.546875,0.484375,20,20
979,19,16,0.578125,0.484375,20,20
980,20,16,0.609375,0.484375,20,20
981,21,16,0.640625,0.484375,20,20
982,22,16,0.671875,0.484375,20,20
983,23,16,0.703125,0.484375,20,20
984,24,16,0.734375,0.484375,20,20
985,25,16,0.765625,0.484375,20,20
986,26,16,0.796875,0.484375,20,20
987,27,16,0.828125,0.484375,20,20
988,28,16,0.859375,0.484375,20,20
989,29,16,0.890625,0.484375,20,20
990,30,16,0.921875,0.484375,20,20
991,31,16,0.953125,0.484375,20,20
992,32,16,0.984375,0.484375,20,20
993,33,16,1.015625,0.484375,20,20
994,34,16,1.046875,0.484375,20,20
995,35,16,1.078125,0.484375,20,20
996,36,16,1.109375,0.484375,20,20
997,37,16,1.140625,0.484375,20,20
998,38,16,1.171875,0.484375,20,20
999,39,16,1.203125,0.484375,20,20
1000,40,16,1.234375,0.484375,20,20
1001,41,16,1.265625,0.484375,20,20
1002,42,16,1.296875,0.484375,20,20
1003,43,16,1.328125,0.484375,20,20
1004,44,16,1.359375,0.484375,20,20
1005,45,16,1.390625,0.484375,20,20
1006,46,16,1.421875,0.484375,20,20
1007,47,16,1.453125,0.484375,20,20
1008,48,16,1.484375,0.484375,20,20
1009,49,16,1.515625,0.484375,20,20
1010,50,16,1.546875,0.484375,20,20
1011,51,16,1.578125,0.484375,20,20
1012,52,16,1.609375,0.484375,20,20
1013,53,16,1.640625,0.484375,20,20
1014,54,16,1.671875,0.484375,20,20
1015,55,16,1.703125,0.484375,20,20
1016,56,16,1.734375,0.484375,20,20
1017,57,16,1.765625,0.484375,20,20
1018,58,16,1.796875,0.484375,20,20
1019,59,16,1.828125,0.484375,20,20
1020,60,16,1.859375,0.484375,20,20
1021,61,16,1.890625,0.484375,20,20
1022,62,16,1.921875,0.484375,20,20
1023,63,16,1.953125,0.484375,20,20
1024,64,16,1.984375,0.484375,20,20
1025,1,17,0.015625,0.515625,20,20
1026,2,17,0.046875,0.515625,20,20
1027,3,17,0.078125,0.515625,20,20
1028,4,17,0.109375,0.515625,20,20
1029,5,17,0.140625,0.515625,20,20
1030,6,17,0.171875,0.515625,20,20
1031,7,17,0.203125,0.515625,20,20
1032,8,17,0.234375,0.515625,20,20
1033,9,17,0.265625,0.515625,20,20
1034,10,17,0.296875,0.515625,20,20
1035,11,17,0.328125,0.515625,20,20
1036,12,17,0.359375,0.515625,20,20
1037,13,17,0.390625,0.515625,20,20
1038,14,17,0.421875,0.515625,20,20
1039,15,17,0.453125,0.515625,20,20
1040,16,17,0.484375,0.515625,20,20
1041,17,17,0.515625,0.515625,20,20
1042,18,17,0.546875,0.515625,20,20
1043,19,17,0.578125,0.515625,20,20
1044,20,17,0.609375,0.515625,20,20
1045,21,17,0.640625,0.515625,20,20
1046,22,17,0.671875,0.515625,20,20
1047,23,17,0.703125,0.515625,20,20
1048,24,17,0.734375,0.515625,20,20
1049,25,17,0.765625,0.515625,20,20
1050,26,17,0.796875,0.515625,20,20
1051,27,17,0.828125,0.515625,20,20
1052,28,17,0.859375,0.515625,20,20
1053,29,17,0.890625,0.515625,20,20
1054,30,17,0.921875,0.515625,20,20
1055,31,17,0.953125,0.515625,20,20
1056,32,17,0.984375,0.515625,20,20
1057,33,17,1.015625,0.515625,20,20
1058,34,17,1.046875,0.515625,20,20
1059,35,17,1.078125,0.515625,20,20
1060,36,17,1.109375,0.515625,20,20
1061,37,17,1.140625,0.515625,20,20
1062,38,17,1.171875,0.515625,20,20
1063,39,17,1.203125,0.515625,20,20
1064,40,17,1.234375,0.515625,20,20
1065,41,17,1.265625,0.515625,20,20
1066,42,17,1.296875,0.515625,20,20
1067,43,17,1.328125,0.515625,20,20
1068,44,17,1.359375,0.515625,20,20
1069,45,17,1.390625,0.515625,20,20
1070,46,17,1.421875,0.515625,20,20
1071,47,17,1.453125,0.515625,20,20
1072,48,17,1.484375,0.515625,20,20
1073,49,17,1.515625,0.515625,20,20
1074,50,17,1.546875,0.515625,20,20
1075,51,17,1.578125,0.515625,20,20
1076,52,17,1.609375,0.515625,20,20
1077,53,17,1.640625,0.515625,20,20
1078,54,17,1.671875,0.515625,20,20
1079,55,17,1.703125,0.515625,20,20
1080,56,17,1.734375,0.515625,20,20
1081,57,17,1.765625,0.515625,20,20
1082,58,17,1.796875,0.515625,20,20
1083,59,17,1.828125,0.515625,20,20
1084,60,17,1.859375,0.515625,20,20
1085,61,17,1.890625,0.515625,20,20
1086,62,17,1.921875,0.515625,20,20
1087,63,17,1.953125,0.515625,20,20
1088,64,17,1.984375,0.515625,20,20
1089,1,18,0.015625,0.546875,20,20
1090,2,18,0.046875,0.546875,20,20
1091,3,18,0.078125,0.546875,20,20
1092,4,18,0.109375,0.546875,20,20
1093,5,18,0.140625,0.546875,20,20
1094,6,18,0.171875,0.546875,20,20
1095,7,18,0.203125,0.546875,20,20
1096,8,18,0.234375,0.546875,20,20
1097,9,18,0.265625,0.546875,20,20
1098,10,18,0.296875,0.546875,20,20
1099,11,18,0.328125,0.546875,20,20
1100,12,18,0.359375,0.546875,20,20
1101,13,18,0.390625,0.546875,20,20
1102,14,18,0.421875,0.546875,20,20
1103,15,18,0.453125,0.546875,20,20
1104,16,18,0.484375,0.546875,20,20
1105,17,18,0.515625,0.546875,20,20
1106,18,18,0.546875,0.546875,20,20
1107,19,18,0.578125,0.546875,20,20
1108,20,18,0.609375,0.546875,20,20
1109,21,18,0.640625,0.546875,20,20
1110,22,18,0.671875,0.546875,20,20
1111,23,18,0.703125,0.546875,20,20
1112,24,18,0.734375,0.546875,20,20
1113,25,18,0.765625,0.546875,20,20
1114,26,18,0.796875,0.546875,20,20
1115,27,18,0.828125,0.546875,20,20
1116,28,18,0.859375,0.546875,20,20
1117,29,18,0.890625,0.546875,20,20
1118,30,18,0.921875,0.546875,20,20
1119,31,18,0.953125,0.546875,20,20
1120,32,18,0.984375,0.546875,20,20
1121,33,18,1.015625,0.546875,20,20
1122,34,18,1.046875,0.546875,20,20
1123,35,18,1.078125,0.546875,20,20
1124,36,18,1.109375,0.546875,20,20
1125,37,18,1.140625,0.546875,20,20
1126,38,18,1.171875,0.546875,20,20
1127,39,18,1.203125,0.546875,20,20
1128,40,18,1.234375,0.546875,20,20
1129,41,18,1.265625,0.546875,20,20
1130,42,18,1.296875,0.546875,20,20
1131,43,18,1.328125,0.546875,20,20
1132,44,18,1.359375,0.546875,20,20
1133,45,18,1.390625,0.546875,20,20
1134,46,18,1.421875,0.546875,20,20
1135,47,18,1.453125,0.546875,20,20
1136,48,18,1.484375,0.546875,20,20
1137,49,18,1.515625,0.546875,20,20
1138,50,18,1.546875,0.546875,20,20
1139,51,18,1.578125,0.546875,20,20
1140,52,18,1.609375,0.546875,20,20
1141,53,18,1.640625,0.546875,20,20
1142,54,18,1.671875,0.546875,20,20
1143,55,18,1.703125,0.546875,20,20
1144,56,18,1.734375,0.546875,20,20
1145,57,18,1.765625,0.546875,20,20
1146,58,18,1.796875,0.546875,20,20
1147,59,18,1.828125,0.546875,20,20
1148,60,18,1.859375,0.546875,20,20
1149,61,18,1.890625,0.546875,20,20
1150,62,18,1.921875,0.546875,20,20
1151,63,18,1.953125,0.546875,20,20
1152,64,18,1.984375,0.546875,20,20
1153,1,19,0.015625,0.578125,20,20
1154,2,19,0.046875,0.578125,20,20
1155,3,19,0.078125,0.578125,20,20
1156,4,19,0.109375,0.578125,20,20
1157,5,19,0.140625,0.578125,20,20
1158,6,19,0.171875,0.578125,20,20
1159,7,19,0.203125,0.578125,20,20
1160,8,19,0.234375,0.578125,20,20
1161,9,19,0.265625,0.578125,20,20
1162,10,19,0.296875,0.578125,20,20
1163,11,19,0.328125,0.578125,20,20
1164,12,19,0.359375,0.578125,20,20
1165,13,19,0.390625,0.578125,20,20
1166,14,19,0.421875,0.578125,20,20
1167,15,19,0.453125,0.578125,20,20
1168,16,19,0.484375,0.578125,20,20
1169,17,19,0.515625,0.578125,20,20
1170,18,19,0.546875,0.578125,20,20
1171,19,19,0.578125,0.578125,20,20
1172,20,19,0.609375,0.578125,20,20
1173,21,19,0.640625,0.578125,20,20
1174,22,19,0.671875,0.578125,20,20
1175,23,19,0.703125,0.578125,20,20
1176,24,19,0.734375,0.578125,20,20
1177,25,19,0.765625,0.578125,20,20
1178,26,19,0.796875,0.578125,20,20
1179,27,19,0.828125,0.578125,20,20
1180,28,19,0.859375,0.578125,20,20
1181,29,19,0.890625,0.578125,20,20
1182,30,19,0.921875,0.578125,20,20
1183,31,19,0.953125,0.578125,20,20
1184,32,19,0.984375,0.578125,20,20
1185,33,19,1.015625,0.578125,20,20
1186,34,19,1.046875,0.578125,20,20
1187,35,19,1.078125,0.578125,20,20
1188,36,19,1.109375,0.578125,20,20
1189,37,19,1.140625,0.578125,20,20
1190,38,19,1.171875,0.578125,20,20
1191,39,19,1.203125,0.578125,20,20
1192,40,19,1.234375,0.578125,20,20
1193,41,19,1.265625,0.578125,20,20
1194,42,19,1.296875,0.578125,20,20
1195,43,19,1.328125,0.578125,20,20
1196,44,19,1.359375,0.578125,20,20
1197,45,19,1.390625,0.578125,20,20
1198,46,19,1.421875,0.578125,20,20
1199,47,19,1.453125,0.578125,20,20
1200,48,19,1.484375,0.578125,20,20
1201,49,19,1.515625,0.578125,20,20
1202,50,19,1.546875,0.578125,20,20
1203,51,19,1.578125,0.578125,20,20
1204,52,19,1.609375,0.578125,20,20
1205,53,19,1.640625,0.578125,20,20
1206,54,19,1.671875,0.578125,20,20
1207,55,19,1.703125,0.578125,20,20
1208,56,19,1.734375,0.578125,20,20
1209,57,19,1.765625,0.578125,20,20
1210,58,19,1.796875,0.578125,20,20
1211,59,19,1.828125,0.578125,20,20
1212,60,19,1.859375,0.578125,20,20
1213,61,19,1.890625,0.578125,20,20
1214,62,19,1.921875,0.578125,20,20
1215,63,19,1.953125,0.578125,20,20
1216,64,19,1.984375,0.578125,20,20
1217,1,20,0.015625,0.609375,20,20
1218,2,20,0.046875,0.609375,20,20
1219,3,20,0.078125,0.609375,20,20
1220,4,20,0.109375,0.609375,20,20
1221,5,20,0.140625,0.609375,20,20
1222,6,20,0.171875,0.609375,20,20
1223,7,20,0.203125,0.609375,20,20
1224,8,20,0.234375,0.609375,20,20
1225,9,20,0.265625,0.609375,20,20
1226,10,20,0.296875,0.609375,20,20
1227,11,20,0.328125,0.609375,20,20
1228,12,20,0.359375,0.609375,20,20
1229,13,20,0.390625,0.609375,20,20
1230,14,20,0.421875,0.609375,20,20
1231,15,20,0.453125,0.609375,20,20
1232,16,20,0.484375,0.609375,20,20
1233,17,20,0.515625,0.609375,20,20
1234,18,20,0.546875,0.609375,20,20
1235,19,20,0.578125,0.609375,20,20
1236,20,20,0.609375,0.609375,20,20
1237,21,20,0.640625,0.609375,20,20
1238,22,20,0.671875,0.609375,20,20
1239,23,20,0.703125,0.609375,20,20
1240,24,20,0.734375,0.609375,20,20
1241,25,20,0.765625,0.609375,20,20
1242,26,20,0.796875,0.609375,20,20
1243,27,20,0.828125,0.609375,20,20
1244,28,20,0.859375,0.609375,20,20
1245,29,20,0.890625,0.609375,20,20
1246,30,20,0.921875,0.609375,20,20
1247,31,20,0.953125,0.609375,20,20
1248,32,20,0.984375,0.609375,20,20
1249,33,20,1.015625,0.609375,20,20
1250,34,20,1.046875,0.609375,20,20
1251,35,20,1.078125,0.609375,20,20
1252,36,20,1.109375,0.609375,20,20
1253,37,20,1.140625,0.609375,20,20
1254,38,20,1.171875,0.609375,20,20
1255,39,20,1.203125,0.609375,20,20
1256,40,20,1.234375,0.609375,20,20
1257,41,20,1.265625,0.609375,20,20
1258,42,20,1.296875,0.609375,20,20
1259,43,20,1.328125,0.609375,20,20
1260,44,20,1.359375,0.609375,20,20
1261,45,20,1.390625,0.609375,20,20
1262,46,20,1.421875,0.609375,20,20
1263,47,20,1.453125,0.609375,20,20
1264,48,20,1.484375,0.609375,20,20
1265,49,20,1.515625,0.609375,20,20
1266,50,20,1.546875,0.609375,20,20
1267,51,20,1.578125,0.609375,20,20
1268,52,20,1.609375,0.609375,20,20
1269,53,20,1.640625,0.609375,20,20
1270,54,20,1.671875,0.609375,20,20
1271,55,20,1.703125,0.609375,20,20
1272,56,20,1.734375,0.609375,20,20
1273,57,20,1.765625,0.609375,20,20
1274,58,20,1.796875,0.609375,20,20
1275,59,20,1.828125,0.609375,20,20
1276,60,20,1.859375,0.609375,20,20
1277,61,20,1.890625,0.609375,20,20
1278,62,20,1.921875,0.609375,20,20
1279,63,20,1.953125,0.609375,20,20
1280,64,20,1.984375,0.609375,20,20
1281,1,21,0.015625,0.640625,20,20
1282,2,21,0.046875,0.640625,20,20
1283,3,21,0.078125,0.640625,20,20
1284,4,21,0.109375,0.640625,20,20
1285,5,21,0.140625,0.640625,20,20
1286,6,21,0.171875,0.640625,20,20
1287,7,21,0.203125,0.640625,20,20
1288,8,21,0.234375,0.640625,20,20
1289,9,21,0.265625,0.640625,20,20
1290,10,21,0.296875,0.640625,20,20
1291,11,21,0.328125,0.640625,20,20
1292,12,21,0.359375,0.640625,20,20
1293,13,21,0.390625,0.640625,20,20
1294,14,21,0.421875,0.640625,20,20
1295,15,21,0.453125,0.640625,20,20
1296,16,21,0.484375,0.640625,20,20
1297,17,21,0.515625,0.640625,20,20
1298,18,21,0.546875,0.640625,20,20
1299,19,21,0.578125,0.640625,20,20
1300,20,21,0.609375,0.640625,20,20
1301,21,21,0.640625,0.640625,20,20
1302,22,21,0.671875,0.640625,20,20
1303,23,21,0.703125,0.640625,20,20
1304,24,21,0.734375,0.640625,20,20
1305,25,21,0.765625,0.640625,20,20
1306,26,21,0.796875,0.640625,20,20
1307,27,21,0.828125,0.640625,20,20
1308,28,21,0.859375,0.640625,20,20
1309,29,21,0.890625,0.640625,20,20
1310,30,21,0.921875,0.640625,20,20
1311,31,21,0.953125,0.640625,20,20
1312,32,21,0.984375,0.640625,20,20
1313,33,21,1.015625,0.640625,20,20
1314,34,21,1.046875,0.640625,20,20
1315,35,21,1.078125,0.640625,20,20
1316,36,21,1.109375,0.640625,20,20
1317,37,21,1.140625,0.640625,20,20
1318,38,21,1.171875,0.640625,20,20
1319,39,21,1.203125,0.640625,20,20
1320,40,21,1.234375,0.640625,20,20
1321,41,21,1.265625,0.640625,20,20
1322,42,21,1.296875,0.640625,20,20
1323,43,21,1.328125,0.640625,20,20
1324,44,21,1.359375,0.640625,20,20
1325,45,21,1.390625,0.640625,20,20
1326,46,21,1.421875,0.640625,20,20
1327,47,21,1.453125,0.640625,20,20
1328,48,21,1.484375,0.640625,20,20
1329,49,21,1.515625,0.640625,20,20
1330,50,21,1.546875,0.640625,20,20
1331,51,21,1.578125,0.640625,20,20
1332,52,21,1.609375,0.640625,20,20
1333,53,21,1.640625,0.640625,20,20
1334,54,21,1.671875,0.640625,20,20
1335,55,21,1.703125,0.640625,20,20
1336,56,21,1.734375,0.640625,20,20
1337,57,21,1.765625,0.640625,20,20
1338,58,21,1.796875,0.640625,20,20
1339,59,21,1.828125,0.640625,20,20
1340,60,21,1.859375,0.640625,20,20
1341,61,21,1.890625,0.640625,20,20
1342,62,21,1.921875,0.640625,20,20
1343,63,21,1.953125,0.640625,20,20
1344,64,21,1.984375,0.640625,20,20
1345,1,22,0.015625,0.671875,20,20
1346,2,22,0.046875,0.671875,20,20
1347,3,22,0.078125,0.671875,20,20
1348,4,22,0.109375,0.671875,20,20
1349,5,22,0.140625,0.671875,20,20
1350,6,22,0.171875,0.671875,20,20
1351,7,22,0.203125,0.671875,20,20
1352,8,22,0.234375,0.671875,20,20
1353,9,22,0.265625,0.671875,20,20
1354,10,22,0.296875,0.671875,20,20
1355,11,22,0.328125,0.671875,20,20
1356,12,22,0.359375,0.671875,20,20
1357,13,22,0.390625,0.671875,20,20
1358,14,22,0.421875,0.671875,20,20
1359,15,22,0.453125,0.671875,20,20
1360,16,22,0.484375,0.671875,20,20
1361,17,22,0.515625,0.671875,20,20
1362,18,22,0.546875,0.671875,20,20
1363,19,22,0.578125,0.671875,20,20
1364,20,22,0.609375,0.671875,20,20
1365,21,22,0.640625,0.671875,20,20
1366,22,22,0.671875,0.671875,20,20
1367,23,22,0.703125,0.671875,20,20
1368,24,22,0.734375,0.671875,20,20
1369,25,22,0.765625,0.671875,20,20
1370,26,22,0.796875,0.671875,20,20
1371,27,22,0.828125,0.671875,20,20
1372,28,22,0.859375,0.671875,20,20
1373,29,22,0.890625,0.671875,20,20
1374,30,22,0.921875,0.671875,20,20
1375,31,22,0.953125,0.671875,20,20
1376,32,22,0.984375,0.671875,20,20
