Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [121] mpcd::(anonymous namespace)::parse_bool(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [126] mpcd::is_solid_wall_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [102] mpcd::resize_elliptic_projection_workspace(mpcd::EllipticProjectionWorkspace&, int)
 [130] void mpcd::(anonymous namespace)::read_exact<unsigned int>(std::basic_ifstream<char, std::char_traits<char> >&, unsigned int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [17] mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [6] mpcd::apply_resampling_insertion_operations(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace const&, mpcd::CellGrid const&)
 [128] void mpcd::(anonymous namespace)::read_exact<unsigned long>(std::basic_ifstream<char, std::char_traits<char> >&, unsigned long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [12] mpcd::src_collision_step(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, unsigned long, mpcd::CollisionWorkspace&) [11] mpcd::apply_resampling_particle_mass_guards(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::WeightedRealFluidDepositWorkspace const&, mpcd::WeightedResamplingDiagnostics const&, double)
 [131] void mpcd::(anonymous namespace)::read_vector<double>(std::basic_ifstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> >&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [59] mpcd::compute_cell_counts(mpcd::ParticleState const&, mpcd::CellGrid const&, mpcd::GridShift const&, mpcd::SimulationParams const&) [53] mpcd::apply_cell_relative_rescale_thermostat(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, std::vector<int, std::allocator<int> > const&, unsigned long, mpcd::ThermostatWorkspace&)
 [120] void mpcd::(anonymous namespace)::write_exact<unsigned int>(std::basic_ofstream<char, std::char_traits<char> >&, unsigned int const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [71] mpcd::fluid_domain_height(mpcd::FluidDomainBounds const&) [7] mpcd::apply_resampling_extraction_operations(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace const&)
 [119] void mpcd::(anonymous namespace)::write_exact<unsigned long>(std::basic_ofstream<char, std::char_traits<char> >&, unsigned long const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [87] mpcd::is_io_boundary_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [107] mpcd::attach_resampling_mass_guard_diagnostics(mpcd::WeightedResamplingDiagnostics&, mpcd::ResamplingMassGuardDiagnostics const&)
 [116] mpcd::(anonymous namespace)::parse_double(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [40] mpcd::particle_role_value(mpcd::ParticleState const&, unsigned long) [33] mpcd::apply_resampling_population_support_guard(mpcd::ParticleState&, mpcd::ResamplingParticlePoolWorkspace&, mpcd::WeightedRealFluidDepositWorkspace&, mpcd::WeightedResamplingDiagnostics const&, mpcd::SimulationParams const&, mpcd::CellGrid const&)
  [26] mpcd::(anonymous namespace)::require_grid(mpcd::EllipticProjectionGrid const&) [133] mpcd::RuntimeSummaryWriter::append(mpcd::RuntimeSummary const&) [108] mpcd::attach_resampling_remap_apply_diagnostics(mpcd::WeightedResamplingDiagnostics&, mpcd::ResamplingRemapApplyDiagnostics const&)
  [84] mpcd::(anonymous namespace)::require_mask(mpcd::EllipticProjectionMask const*, int, char const*) [149] mpcd::RuntimeSummaryWriter::RuntimeSummaryWriter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [30] mpcd::apply_resampling_local_mass_momentum_remap(mpcd::ParticleState&, mpcd::WeightedRealFluidDepositWorkspace&, mpcd::WeightedResamplingDiagnostics const&, double, double)
  [93] mpcd::(anonymous namespace)::scalar_stats(std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionMask const*) [150] mpcd::SrcMpcdBaseWorkspace::SrcMpcdBaseWorkspace() [109] mpcd::attach_resampling_insertion_apply_diagnostics(mpcd::WeightedResamplingDiagnostics&, mpcd::ResamplingInsertionApplyDiagnostics const&)
 [125] void mpcd::(anonymous namespace)::write_vector<double>(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [151] mpcd::SrcMpcdBaseWorkspace::~SrcMpcdBaseWorkspace() [45] mpcd::apply_resampling_local_thermal_renormalization(mpcd::ParticleState&, mpcd::WeightedRealFluidDepositWorkspace const&, mpcd::ResamplingRemapApplyDiagnostics const&)
  [82] mpcd::(anonymous namespace)::subtract_mean(std::vector<double, std::allocator<double> >&, mpcd::EllipticProjectionMask const*) [38] mpcd::count_particle_roles(mpcd::ParticleState const&) [110] mpcd::attach_resampling_extraction_apply_diagnostics(mpcd::WeightedResamplingDiagnostics&, mpcd::ResamplingExtractionApplyDiagnostics const&)
  [41] mpcd::(anonymous namespace)::append_particle(mpcd::ParticleState&, double, double, double, double, unsigned int, double, mpcd::ParticleRole) [10] mpcd::immersed_solid_shape(mpcd::SimulationParams const&) [100] mpcd::attach_resampling_population_guard_diagnostics(mpcd::WeightedResamplingDiagnostics&, mpcd::ResamplingPopulationGuardDiagnostics const&)
  [88] mpcd::(anonymous namespace)::require_face_size(mpcd::PeriodicFaceField const&, int, char const*) [49] mpcd::is_inactive_particle(mpcd::ParticleState const&, unsigned long) [101] mpcd::compute_closed_capacity_response_from_cell_masses(mpcd::SimulationParams const&, mpcd::CellGrid const&, mpcd::FluidDomainBounds const&, std::vector<double, std::allocator<double> > const&, std::vector<unsigned char, std::allocator<unsigned char> > const*, double)
  [83] mpcd::(anonymous namespace)::wall_velocity_for_face(mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, double&, double&) [clone .constprop.0] [4] mpcd::ensure_particle_roles(mpcd::ParticleState&, mpcd::ParticleRole) [111] mpcd::attach_resampling_thermal_renormalization_diagnostics(mpcd::WeightedResamplingDiagnostics&, mpcd::ResamplingThermalRenormalizationDiagnostics const&)
  [60] mpcd::(anonymous namespace)::reflect_x_as_solid_face(double&, double&, double&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, char const*) [34] mpcd::immersed_solid_enabled(mpcd::SimulationParams const&) [118] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const
  [36] mpcd::(anonymous namespace)::build_hard_reservoir_cells(mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, double, unsigned int, double) [44] mpcd::is_inlet_boundary_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [155] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::clear()
  [55] mpcd::(anonymous namespace)::add_boundary_fluxes_to_q6_bc(mpcd::EllipticProjectionBC&, mpcd::PeriodicFaceField const&, mpcd::SimulationParams const&, mpcd::FluidDomainBounds const&, double, mpcd::Q6ProjectionDiagnostics&) [2] mpcd::run_src_mpcd_base_step(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, unsigned long, mpcd::SrcMpcdBaseWorkspace&, bool) [135] std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&)
