x_center,y_center,ux,uy,count,omega
0.283125,0.122812,0.431253,0.318368,16,-32.2293
0.284375,0.122812,0.303386,-0.188228,25,-125.241
0.285625,0.122812,0.554911,-0.284525,17,367.652
0.286875,0.122812,0.62673,0.231142,29,125.57
0.288125,0.122812,0.640739,0.00717136,28,-18.5505
0.289375,0.122812,0.348628,0.0239873,22,-109.71
0.290625,0.122812,0.750991,-0.246613,19,-84.1846
0.291875,0.122812,0.52811,-0.138267,26,87.5649
0.293125,0.122812,0.507906,-0.0931141,10,183.045
0.294375,0.122812,0.485498,0.37216,20,-92.2489
0.295625,0.122812,0.368994,0.163732,22,48.9854
0.296875,0.122812,0.601813,0.245907,23,-76.4513
0.298125,0.122812,0.31141,0.169921,15,-145.989
0.299375,0.122812,0.780686,-0.204272,13,-273.123
0.300625,0.122812,0.155882,-0.0080783,20,157.849
0.301875,0.122812,0.285065,0.00769121,22,240.116
0.303125,0.122812,0.498793,0.174407,20,-10.5096
0.304375,0.122812,0.672414,0.0324011,23,109.619
0.305625,0.122812,0.632005,0.297732,15,-41.088
0.306875,0.122812,0.282632,0.0556215,29,33.4309
0.308125,0.122812,0.29271,0.114425,13,-273.759
0.309375,0.122812,0.367713,-0.0898989,22,301.978
0.310625,0.122812,0.464075,0.226916,13,90.784
0.311875,0.122812,0.437811,-0.20663,22,-277.832
0.313125,0.122812,0.467638,-0.265442,22,76.6406
0.314375,0.122812,0.669094,-0.0689877,19,351.948
0.315625,0.122812,0.436785,0.0508056,19,99.8057
0.316875,0.122812,0.345335,-0.0866831,16,-447.008
0.318125,0.122812,0.671759,-0.0915554,18,208.612
0.319375,0.122812,0.571801,0.0665613,24,308.873
0.320625,0.122812,0.250883,0.168121,25,-134.18
0.321875,0.122812,0.503135,0.213053,21,-334.594
0.323125,0.122812,0.348563,0.0416749,19,-338.478
0.324375,0.122812,0.191075,-0.216421,24,32.8771
0.325625,0.122812,0.456893,-0.0561451,17,68.5293
0.326875,0.122812,0.403359,0.0863896,19,217.078
0.328125,0.122812,0.677879,0.180102,20,-85.7611
0.329375,0.122812,0.312906,-0.0626457,25,147.221
0.330625,0.122812,0.564903,0.222559,19,5.52449
0.331875,0.122812,0.585405,-0.0187911,26,-263.044
0.333125,0.122812,0.348188,-0.251144,18,489.049
0.334375,0.122812,0.372561,0.320166,13,-81.4551
0.335625,0.122812,0.457442,0.0470086,23,-135.238
0.336875,0.122812,0.531525,0.0498252,20,69.5898
0.338125,0.122812,0.303095,0.143787,19,-78.2515
0.339375,0.122812,0.331157,-0.0776052,24,-294.056
0.340625,0.122812,0.551028,-0.17061,17,-39.9349
0.341875,0.122812,0.599239,-0.134824,24,150.628
0.343125,0.122812,0.610815,0.068004,18,-66.452
0.344375,0.122812,0.0785309,-0.0448559,26,-351.426
0.345625,0.122812,0.305397,-0.131577,24,-84.0303
0.346875,0.122812,0.38739,0.0476825,20,297.393
0.348125,0.122812,0.447645,0.23164,23,103.985
0.349375,0.122812,0.417,-0.335716,24,-446.389
0.350625,0.122812,0.487252,-0.30419,21,571.581
0.351875,0.122812,0.372477,0.345619,19,25.6927
0.353125,0.122812,0.257863,-0.0298692,26,-288.058
0.354375,0.122812,0.574191,-0.127695,12,138.698
0.355625,0.122812,0.534589,-0.160161,20,100.038
0.356875,0.122812,0.0578862,0.186917,17,-82.5732
0.358125,0.122812,0.590826,-0.0880475,18,79.1839
0.359375,0.122812,0.706295,0.256068,23,251.862
0.360625,0.122812,0.534328,-0.181392,17,-72.5506
0.361875,0.122812,0.464242,-0.0164421,29,362.326
0.363125,0.122812,0.526024,0.287003,12,24.9023
0.364375,0.122812,0.409048,0.089456,18,-147.721
0.365625,0.122812,0.365418,-0.0398566,18,75.4101
0.366875,0.122812,0.437437,0.0312796,22,62.9939
0.368125,0.122812,0.2567,0.00452758,28,51.6265
0.369375,0.122812,0.602174,-0.389569,15,514.035
0.370625,0.122812,0.64715,-0.0914379,19,321.229
0.371875,0.122812,0.394295,0.0645857,18,-83.6555
0.373125,0.122812,0.512472,0.232058,20,-124.385
0.374375,0.122812,0.377157,0.0934428,24,-6.39023
0.375625,0.122812,0.447377,0.260101,16,-14.04
0.376875,0.122812,0.650309,0.110838,24,-203.396
0.378125,0.122812,0.638566,-0.00462352,19,-41.6699
0.379375,0.122812,0.557345,0.315929,11,356.212
0.380625,0.122812,0.57952,0.198965,16,-251.602
0.381875,0.122812,0.564462,-0.0564054,27,107.522
0.383125,0.122812,0.267919,0.141195,20,45.2716
0.384375,0.122812,0.0514494,0.130663,29,280.92
0.385625,0.122812,0.422701,-0.154252,16,-287.905
0.386875,0.122812,0.547748,-0.149744,18,610.662
0.388125,0.122812,0.255625,-0.00796829,23,-47.7694
0.389375,0.122812,0.351944,-0.197411,14,261.694
0.390625,0.122812,0.365529,-0.267549,19,123.728
0.391875,0.122812,0.696204,0.196028,20,232.617
0.393125,0.122812,0.334685,-0.0299494,20,214.533
0.394375,0.122812,0.522888,0.335471,21,102.78
0.395625,0.122812,0.621795,0.115283,23,171.099
0.396875,0.122812,0.533587,-0.0282114,22,92.2374
0.398125,0.122812,0.473945,0.0571298,16,18.297
0.399375,0.122812,0.492329,0.0833794,20,11.8072
0.400625,0.122812,0.430092,-0.133313,23,-166.16
0.401875,0.122812,0.593108,-0.205909,24,49.5262
0.403125,0.122812,0.635317,-0.0606224,19,491.085
0.404375,0.122812,0.353889,0.406073,19,460.597
0.405625,0.122812,0.754332,0.156402,18,-19.6732
0.406875,0.122812,0.437431,0.350887,17,-246.089
0.408125,0.122812,0.285362,-0.122708,14,-51.4899
0.409375,0.122812,0.544553,0.00514596,23,409
0.410625,0.122812,0.388836,0.0938201,12,-104.046
0.411875,0.122812,0.449861,-0.345437,20,-322.251
0.413125,0.122812,0.519958,-0.04825,22,154.776
0.414375,0.122812,0.377113,-0.154821,19,-299.302
0.415625,0.122812,0.569454,-0.0675963,13,-18.9429
0.416875,0.122812,0.197653,-0.209512,18,199.999
0.418125,0.122812,0.151288,0.203011,23,-33.5649
0.419375,0.122812,0.343458,0.0797046,18,-298.562
0.420625,0.122812,0.283596,-0.138583,20,-219.966
0.421875,0.122812,0.427784,0.0482585,21,-67.7364
0.423125,0.122812,0.551696,-0.110229,24,28.6092
0.424375,0.122812,0.485778,-0.284339,22,60.3836
0.425625,0.122812,0.615039,0.030734,16,135.903
0.426875,0.122812,0.479721,-0.18815,15,-149.11
0.428125,0.122812,0.371092,0.0334237,15,-32.2847
0.429375,0.122812,0.194001,-0.14676,14,105.014
0.430625,0.122812,0.474644,0.0806515,22,-135.445
0.431875,0.122812,0.592837,0.0206515,21,-85.7055
0.433125,0.122812,0.392225,-0.233215,17,-132.979
0.434375,0.122812,0.505077,0.0318845,24,-83.735
0.435625,0.122812,0.627616,-0.0239217,22,-132.611
0.436875,0.122812,0.384603,-0.0257456,21,-34.1447
0.438125,0.122812,0.498878,0.0857165,26,-175.395
0.439375,0.122812,0.295303,0.12483,28,-149.825
0.440625,0.122812,0.450609,0.155655,28,121.441
0.441875,0.122812,0.251841,0.114454,14,125.291
0.443125,0.122812,0.403451,0.259542,18,-304.42
0.444375,0.122812,0.249268,-0.0197943,22,-264.613
0.445625,0.122812,0.437343,0.000431444,23,-105.377
0.446875,0.122812,0.116501,-0.0387072,19,13.127
0.448125,0.122812,0.572446,0.131933,26,-332.077
0.449375,0.122812,0.328985,-0.150704,17,19.9304
0.450625,0.122812,0.752837,-0.0680223,20,252.329
0.451875,0.122812,0.51734,0.354486,20,7.5164
0.453125,0.122812,0.205204,-0.0740727,27,-544.029
0.454375,0.122812,0.170635,-0.0342765,16,-484.18
0.455625,0.122812,0.730664,-0.40615,19,-40.3811
0.456875,0.122812,0.357763,-0.149949,23,114.831
0.458125,0.122812,0.613151,-0.183602,26,116.912
0.459375,0.122812,0.399218,-0.0591144,25,6.97251
0.460625,0.122812,0.470472,0.0012937,23,3.36343
0.461875,0.122812,0.417957,-0.0311742,15,-83.8679
0.463125,0.122812,0.609316,0.0142804,16,-73.8067
0.464375,0.122812,0.37119,-0.194132,18,-220.36
0.465625,0.122812,0.418279,0.196023,15,67.6715
0.466875,0.122812,0.347235,-0.407876,17,-41.1462
0.468125,0.122812,0.296849,0.02747,11,-145.308
0.469375,0.122812,0.432276,0.0471996,20,-59.1237
0.470625,0.122812,0.612115,0.368274,18,-115.809
0.471875,0.122812,0.642174,0.0043051,21,-264.129
0.473125,0.122812,0.193049,0.032934,22,333.048
0.474375,0.122812,0.552861,-0.0108761,30,-112.367
0.475625,0.122812,0.740207,-0.0768741,18,-135.037
0.476875,0.122812,0.440214,-0.143788,22,185.367
0.478125,0.122812,0.832167,0.00235366,19,326.441
0.479375,0.122812,0.171256,0.438642,12,332.329
0.480625,0.122812,0.228094,-0.122951,19,64.5525
0.481875,0.122812,0.558218,0.067026,15,-189.378
0.483125,0.122812,0.556825,-0.000184099,21,140.392
0.484375,0.122812,0.403439,-0.00339968,25,-53.6056
0.485625,0.122812,0.468809,0.168162,23,19.1367
0.486875,0.122812,0.487777,0.0287854,21,-206.073
0.488125,0.122812,0.518713,0.0257304,22,-160.915
0.489375,0.122812,0.369594,0.106021,23,175.057
0.490625,0.122812,0.457056,0.0432254,19,-77.3275
0.491875,0.122812,0.594042,0.0164075,24,-81.7025
0.493125,0.122812,0.658756,0.181371,26,204.783
0.494375,0.122812,0.547292,0.134606,18,106.662
0.495625,0.122812,0.450243,0.208664,20,-320.799
0.496875,0.122812,0.497722,-0.135995,20,-252.477
0.498125,0.122812,0.220246,0.0156082,19,360.886
0.499375,0.122812,0.730839,0.147639,15,-463.122
0.500625,0.122812,0.408935,-0.229901,31,-56.1601
0.501875,0.122812,0.97323,0.254703,11,-63.9616
0.503125,0.122812,0.33685,-0.372526,16,-267.849
0.504375,0.122812,0.300559,-0.165317,23,184.291
0.505625,0.122812,0.328764,0.0414601,21,162.244
0.506875,0.122812,0.352339,-0.0712032,26,-98.2169
0.508125,0.122812,0.105697,0.0157648,18,5.96459
0.509375,0.122812,0.32524,0.075212,19,-95.704
0.510625,0.122812,0.454735,-0.14609,26,-26.1448
0.511875,0.122812,0.481768,0.0866775,22,61.6426
0.513125,0.122812,0.385198,-0.0322772,19,-182.852
0.514375,0.122812,0.199688,-0.103356,18,216.648
0.515625,0.122812,0.356892,0.00114812,18,-114.416
0.516875,0.122812,0.498089,0.0442236,21,-141.401
0.518125,0.122812,0.218599,0.0317303,21,354.156
0.519375,0.122812,0.782401,0.114285,23,63.7123
0.520625,0.122812,0.372004,-0.00207391,20,11.0769
0.521875,0.122812,0.474573,0.166319,17,-266.645
0.523125,0.122812,0.478848,0.0672296,22,-111.06
0.524375,0.122812,0.284601,-0.242852,14,-253.707
0.525625,0.122812,0.449399,-0.00774977,23,61.6612
0.526875,0.122812,0.582679,0.243793,23,337.998
0.528125,0.122812,0.318064,0.194028,23,-16.5145
0.529375,0.122812,0.504654,-0.0671934,20,399.01
0.530625,0.122812,0.434889,-0.139477,20,-207.21
0.531875,0.122812,0.0636149,0.00869243,21,-15.3271
0.533125,0.122812,0.24728,-0.0582303,16,4.30054
0.534375,0.122812,0.429571,0.001334,24,189.819
0.535625,0.122812,0.594525,0.0711277,13,-77.5721
0.536875,0.122812,0.406155,0.069537,26,-103.82
0.538125,0.122812,0.370777,0.0501109,17,-37.2453
0.539375,0.122812,0.255756,-0.118166,21,4.88607
0.540625,0.122812,0.640766,-0.0502506,17,30.9274
0.541875,0.122812,0.515359,0.104586,22,-113.561
0.543125,0.122812,0.654376,-0.323993,20,50.0498
0.544375,0.122812,0.349319,0.176112,25,93.1567
0.545625,0.122812,0.308689,0.447746,19,-84.3883
0.546875,0.122812,0.268401,0.0512444,17,-195.819
0.548125,0.122812,0.510328,-0.280154,21,182.62
0.549375,0.122812,0.214273,0.0531967,23,122.712
0.550625,0.122812,0.443356,-0.134893,18,-177.24
0.551875,0.122812,0.171201,0.0379605,27,-316.582
0.553125,0.122812,0.575357,-0.0531882,18,-210.868
0.554375,0.122812,0.394004,0.00408902,14,253.381
0.555625,0.122812,0.652122,0.14625,19,-5.81236
0.556875,0.122812,0.6477,-0.299842,18,27.081
0.558125,0.122812,0.411276,-0.12691,22,300.306
0.559375,0.122812,0.554867,-0.13227,16,116.636
0.560625,0.122812,0.532813,0.125884,30,229.193
0.561875,0.122812,0.277768,-0.0696973,28,-41.5046
0.563125,0.122812,0.13201,-0.175931,27,122.817
0.564375,0.122812,0.360553,0.0225588,14,122.53
0.565625,0.122812,0.420079,0.274686,14,75.7897
0.566875,0.122812,0.530658,-0.117464,16,138.997
0.568125,0.122812,0.382184,0.10794,20,70.7278
0.569375,0.122812,0.474092,0.0566285,24,33.4369
0.570625,0.122812,0.455869,-0.0798061,25,437.164
0.571875,0.122812,0.543098,0.0961368,18,394.435
0.573125,0.122812,0.393527,0.0674133,18,147.6
0.574375,0.122812,0.344632,-0.0441335,22,-383.085
0.575625,0.122812,0.168588,-0.120038,20,55.8654
0.576875,0.122812,0.440285,0.0998467,24,52.0807
0.578125,0.122812,0.553618,0.0628691,22,200.825
0.579375,0.122812,0.305627,0.0967901,21,-15.299
0.580625,0.122812,0.392541,-0.203893,24,-401.06
0.581875,0.122812,0.394573,0.0994432,15,53.9892
0.583125,0.122812,0.173998,-0.0893026,25,85.3207
0.584375,0.122812,0.324557,0.00215891,20,-403.257
0.585625,0.122812,0.411499,-0.203278,21,197.377
0.586875,0.122812,0.45472,0.214177,29,-95.2235
0.588125,0.122812,0.534346,-0.0506188,21,-89.7663
0.589375,0.122812,0.497932,-0.144824,23,-253.551
0.590625,0.122812,0.599474,-0.23414,22,124.486
0.591875,0.122812,0.545719,-0.0332834,22,192.859
0.593125,0.122812,0.467454,0.172814,17,44.8117
0.594375,0.122812,0.579291,-0.115996,18,-234.032
0.595625,0.122812,0.436866,-0.113013,13,186.538
0.596875,0.122812,0.365005,0.0289587,25,241.662
0.598125,0.122812,0.587136,-0.00663472,23,3.6707
0.599375,0.122812,0.572603,-0.130412,23,123.037
0.600625,0.122812,0.40572,0.126173,19,106.31
0.601875,0.122812,0.544154,-0.200532,28,-104.754
0.603125,0.122812,0.52356,-0.041375,20,240.968
0.604375,0.122812,0.609986,0.205511,31,97.9984
0.605625,0.122812,0.15351,0.124989,18,-297.082
0.606875,0.122812,0.300211,-0.090299,32,164.028
0.608125,0.122812,0.338954,-0.178364,23,-16.6816
0.609375,0.122812,0.704214,0.260811,20,244.872
0.610625,0.122812,0.264688,0.0625907,26,159.539
0.611875,0.122812,0.475001,0.112213,17,-169.72
0.613125,0.122812,0.0877529,0.307354,17,-57.3077
0.614375,0.122812,0.586089,-0.142086,21,-306.462
0.615625,0.122812,0.257648,-0.411682,19,-43.6565
0.616875,0.122812,0.34784,0.0819184,21,11.9868
0.618125,0.122812,0.74978,-0.302188,17,-193.423
0.619375,0.122812,0.550047,0.0977844,20,12.2821
0.620625,0.122812,0.529745,-0.168988,16,347.873
0.621875,0.122812,0.740463,0.398248,20,168.116
0.623125,0.122812,0.26506,-0.101521,28,271.135
0.624375,0.122812,0.260927,0.0386896,22,-144.233
0.625625,0.122812,0.639504,0.113981,25,-3.85709
0.626875,0.122812,0.237473,-0.257283,11,78.4968
0.628125,0.122812,0.422922,0.00629447,14,-3.60509
0.629375,0.122812,0.619397,0.0693877,20,94.8637
0.630625,0.122812,0.631257,-0.127805,25,88.2013
0.631875,0.122812,0.418192,0.15963,25,-59.244
0.633125,0.122812,0.373865,-0.0947808,16,-37.5203
0.634375,0.122812,0.32121,-0.137595,25,89.9184
0.635625,0.122812,0.618658,-0.13341,19,-86.7288
0.636875,0.122812,0.325361,-0.301973,21,314.906
0.638125,0.122812,0.422605,0.104329,16,156.846
0.639375,0.122812,0.36245,0.0217198,15,-38.0548
0.640625,0.122812,0.464679,-0.177442,24,-47.2595
0.641875,0.122812,0.512286,0.0407215,24,15.6495
0.643125,0.122812,0.393582,-0.0545573,27,-158.525
0.644375,0.122812,0.366582,-0.182484,21,43.7276
0.645625,0.122812,0.313487,-0.0462927,28,179.017
0.646875,0.122812,0.592451,0.254531,20,-70.3494
0.648125,0.122812,0.74492,0.0178115,19,-176.632
0.649375,0.122812,0.45886,-0.0958159,24,-94.4021
0.650625,0.122812,0.640421,0.0447148,13,-3.96214
0.651875,0.122812,0.743978,-0.100647,14,-82.4349
0.653125,0.122812,0.443771,0.237729,29,309.925
0.654375,0.122812,0.600359,-0.00324222,23,-305.965
0.655625,0.122812,0.0840582,-0.17432,25,-267.844
0.656875,0.122812,0.322052,-0.109332,22,-55.4051
0.658125,0.122812,0.501292,-0.00749807,24,-106.61
0.659375,0.122812,0.215876,-0.27054,17,273.899
0.660625,0.122812,0.370429,0.0244161,27,322.648
0.661875,0.122812,0.549771,0.0830646,22,-66.441
0.663125,0.122812,0.616362,-0.215238,14,-47.7094
0.664375,0.122812,0.625797,-0.0145,22,284.894
0.665625,0.122812,0.676077,-0.251806,17,-80.5033
0.666875,0.122812,0.421398,0.115291,28,-132.526
0.668125,0.122812,0.374273,-0.190253,22,216.074
0.669375,0.122812,0.381329,0.148059,22,317.305
0.670625,0.122812,0.527729,0.19868,16,-143.406
0.671875,0.122812,0.470671,-0.0614166,27,-6.38415
0.673125,0.122812,0.236165,-0.131951,15,343.462
0.674375,0.122812,0.162002,0.209476,22,-83.9006
0.675625,0.122812,0.522286,0.11589,16,168.344
0.676875,0.122812,0.084786,0.0665542,12,-57.8271
0.678125,0.122812,0.355488,-0.0590397,26,-120.464
0.679375,0.122812,0.576166,-0.290611,20,-161.869
0.680625,0.122812,0.426492,-0.0162083,17,-147.922
0.681875,0.122812,0.534087,0.140605,23,34.3406
0.683125,0.122812,0.456891,-0.126469,17,7.41859
0.684375,0.122812,0.499262,0.0803509,19,-18.7153
0.685625,0.122812,0.423693,-0.195893,23,12.8732
0.686875,0.122812,0.506068,-0.304314,17,205.606
0.688125,0.122812,0.372286,0.0131633,26,60.5678
0.689375,0.122812,0.653184,-0.100926,18,25.8095
0.690625,0.122812,0.370832,-0.099461,14,-323.033
0.691875,0.122812,0.447768,0.0762904,20,203.424
0.693125,0.122812,0.120316,0.173103,13,-18.8069
0.694375,0.122812,0.439419,0.0056291,17,-85.4046
0.695625,0.122812,0.293637,0.167559,20,59.4529
0.696875,0.122812,0.538894,0.155189,20,23.0867
0.698125,0.122812,0.558912,-0.147874,18,82.2962
0.699375,0.122812,0.58822,-0.243284,22,48.1862
0.700625,0.122812,0.379613,0.000764517,30,167.343
0.701875,0.122812,0.65002,-0.0492008,16,-539.641
0.703125,0.122812,0.659772,-0.17365,12,-145.48
0.704375,0.122812,0.542184,-0.133868,19,-36.8856
0.705625,0.122812,0.636748,-0.0546484,24,49.2645
0.706875,0.122812,0.620817,0.215932,20,-110.232
0.708125,0.122812,0.604001,-0.0267406,19,-230.607
0.709375,0.122812,0.728058,-0.242077,17,54.6004
0.710625,0.122812,0.357682,0.0208103,16,194.629
0.711875,0.122812,0.760882,0.140604,13,48.6002
0.713125,0.122812,0.199098,-0.259069,22,-183.835
0.714375,0.122812,0.554537,-0.1672,19,-48.0331
0.715625,0.122812,0.449062,0.0643086,26,200.512
0.716875,0.122812,0.258431,0.166453,21,302.402
0.718125,0.122812,0.424635,0.119625,22,57.5672
0.719375,0.122812,0.478025,0.00460579,17,262.78
0.720625,0.122812,0.439265,-0.0441473,24,55.4913
0.721875,0.122812,0.529005,0.161804,20,-296.479
0.723125,0.122812,0.491921,-0.0656442,21,-66.8505
0.724375,0.122812,0.478866,0.194909,13,82.2421
0.725625,0.122812,0.612516,-0.143597,27,3.45597
0.726875,0.122812,0.410842,0.0267584,25,226.754
0.728125,0.122812,0.481374,-0.0412667,24,-153.04
0.729375,0.122812,0.378148,-0.136712,20,17.2326
0.730625,0.122812,0.335352,-0.199487,22,333.954
0.731875,0.122812,0.477927,0.250862,19,-351.669
0.733125,0.122812,0.646086,0.137106,17,-236.23
0.734375,0.122812,0.290091,-0.169871,20,46.3389
0.735625,0.122812,0.514993,-0.00699373,25,91.1466
0.736875,0.122812,0.477139,0.0725729,21,171.344
0.738125,0.122812,0.562447,0.170304,26,-12.9804
0.739375,0.122812,0.402145,0.138784,18,-41.0721
0.740625,0.122812,0.648974,0.0908053,19,-132.627
0.741875,0.122812,0.610155,-0.11211,24,112.962
0.743125,0.122812,0.382843,0.0484724,19,-19.3586
0.744375,0.122812,0.683231,0.125984,15,95.9185
0.745625,0.122812,0.700391,0.0151234,16,47.359
0.746875,0.122812,0.203214,0.220655,17,-33.4129
0.748125,0.122812,0.302416,-0.093435,20,-296.646
0.749375,0.122812,0.613554,-0.193121,18,242.749
0.750625,0.122812,0.424697,0.104979,35,218.59
0.751875,0.122812,0.641387,0.278272,17,212.858
0.753125,0.122812,0.46471,0.068959,22,-321.142
0.754375,0.122812,0.662623,-0.00834026,25,210.499
0.755625,0.122812,0.585216,-0.0552096,20,-334.653
0.756875,0.122812,0.592135,-0.131107,18,62.6402
0.758125,0.122812,0.509803,0.113036,19,218.014
0.759375,0.122812,0.563077,0.0265424,18,-298.022
0.760625,0.122812,0.351295,-0.231957,14,-87.4883
0.761875,0.122812,0.344722,0.0260476,22,33.0408
0.763125,0.122812,0.740429,-0.129894,22,185.135
0.764375,0.122812,0.404526,0.163533,23,-241.26
0.765625,0.122812,0.163391,0.169639,19,-81.8183
0.766875,0.122812,0.528954,0.0790187,19,-39.1594
0.768125,0.122812,0.451959,0.026565,19,39.5132
0.769375,0.122812,0.440387,-0.266067,13,-400.762
0.770625,0.122812,0.341329,-0.256645,18,-240.207
0.771875,0.122812,0.35876,-0.209881,22,52.4682
0.773125,0.122812,0.955611,0.212275,16,-149.076
0.774375,0.122812,0.361373,0.0131595,23,18.6101
0.775625,0.122812,0.267979,0.0131129,14,-398.862
0.776875,0.122812,0.458803,-0.102412,22,-128.776
0.778125,0.122812,0.730653,0.0623877,23,-114.176
0.779375,0.122812,0.623206,0.14147,17,-77.0631
0.780625,0.122812,0.688589,-0.233595,23,-28.1583
0.781875,0.122812,0.496667,-0.119306,22,102.437
0.783125,0.122812,0.00613561,-0.341553,12,-175.395
0.784375,0.122812,0.341989,-0.0153554,20,-82.2273
0.785625,0.122812,0.662326,0.213425,19,-50.8831
0.786875,0.122812,0.446342,0.131592,23,108.054
0.788125,0.122812,0.519304,-0.051048,22,-224.761
0.789375,0.122812,0.409846,-0.304507,11,306.067
0.790625,0.122812,0.493851,-0.0913996,27,-265.299
0.791875,0.122812,0.259615,0.24158,10,36.5132
0.793125,0.122812,0.650694,-0.139497,15,-252.178
0.794375,0.122812,0.586025,0.130225,16,219.159
0.795625,0.122812,0.40568,0.211233,26,9.64372
0.796875,0.122812,0.559944,-0.263813,23,-109.529
0.798125,0.122812,0.50884,-0.0971562,17,358.866
0.799375,0.122812,0.451642,0.0371037,18,10.6243
0.000625,0.123437,0.558499,0.0688787,23,-99.8763
0.001875,0.123437,0.322751,-0.0928838,18,-469.103
0.003125,0.123437,0.309809,-0.0788889,20,-108.284
0.004375,0.123437,0.775781,-0.0917789,14,228.844
0.005625,0.123437,0.490026,0.285538,17,-24.793
0.006875,0.123437,0.491588,-0.0780346,10,-227.539
0.008125,0.123437,0.531733,-0.0669242,18,35.3138
0.009375,0.123437,0.650699,-0.0171019,17,66.9381
0.010625,0.123437,0.633711,-0.0717786,25,-141.709
0.011875,0.123437,0.425044,-0.119295,13,195.248
0.013125,0.123437,0.686843,0.0769381,26,30.3017
0.014375,0.123437,0.566713,-0.121607,18,135.112
0.015625,0.123437,0.360565,-0.149393,23,148.803
0.016875,0.123437,0.441299,-0.0703416,21,-161.798
0.018125,0.123437,0.390402,-0.0954516,26,-4.05204
0.019375,0.123437,0.65352,0.223927,26,-21.5894
0.020625,0.123437,0.743878,0.0607699,23,75.9189
0.021875,0.123437,0.420763,-0.0633874,22,245.719
0.023125,0.123437,0.461313,0.250854,32,23.7861
0.024375,0.123437,0.499238,0.111581,24,-236.782
0.025625,0.123437,0.543975,-0.168388,20,-167.365
0.026875,0.123437,0.629288,-0.152779,23,158.985
0.028125,0.123437,0.500102,0.0605865,24,188.679
0.029375,0.123437,0.616428,-0.128024,13,-205.698
0.030625,0.123437,0.176812,-0.065062,32,160.305
0.031875,0.123437,0.659634,0.344923,15,-163.95
0.033125,0.123437,0.603187,-0.022311,23,-344.419
0.034375,0.123437,0.54092,-0.0445129,11,20.8151
0.035625,0.123437,0.40746,-0.0134241,24,269.676
0.036875,0.123437,0.279489,0.112822,21,364.116
0.038125,0.123437,0.0960005,0.18354,12,-53.067
0.039375,0.123437,0.545878,0.0254175,21,-48.7918
0.040625,0.123437,0.414607,0.0937359,14,54.0329
0.041875,0.123437,0.28401,0.17222,18,221.114
0.043125,0.123437,0.405002,0.149096,31,-95.5938
0.044375,0.123437,0.753303,-0.0351039,19,-192.413
0.045625,0.123437,0.316025,0.0378347,11,10.659
0.046875,0.123437,0.260617,-0.123097,16,725.734
0.048125,0.123437,0.356738,0.209487,14,228.605
0.049375,0.123437,0.393313,0.184661,19,-141.057
0.050625,0.123437,0.346076,-0.237565,23,-482.846
0.051875,0.123437,0.34601,0.0498153,27,163.263
0.053125,0.123437,0.616807,0.0955396,23,-150.435
0.054375,0.123437,0.570697,0.109254,16,236.49
0.055625,0.123437,0.580455,0.166202,19,-138.787
0.056875,0.123437,0.7162,-0.154945,17,-208.138
0.058125,0.123437,0.605156,0.0526964,28,-150.378
0.059375,0.123437,0.515942,0.0728535,20,-298.435
0.060625,0.123437,0.519644,-0.123506,25,-438.225
0.061875,0.123437,0.486305,-0.190097,21,30.5423
0.063125,0.123437,0.408634,-0.303057,19,367.565
0.064375,0.123437,0.484633,0.11817,17,143.601
0.065625,0.123437,0.508139,-0.076893,26,14.4796
0.066875,0.123437,0.3364,-0.132567,17,17.342
0.068125,0.123437,0.29824,-0.170709,15,-17.5928
0.069375,0.123437,0.511621,-0.106446,17,187.879
0.070625,0.123437,0.365148,0.148943,13,372.192
0.071875,0.123437,0.467121,-0.0212894,18,138.56
0.073125,0.123437,0.457914,0.0633534,18,158.323
0.074375,0.123437,0.293771,0.152739,16,-20.1519
0.075625,0.123437,0.617898,0.0466191,21,79.4011
0.076875,0.123437,0.40026,0.065746,26,387.035
0.078125,0.123437,0.750278,-0.0610341,13,307.809
0.079375,0.123437,0.158281,0.273693,13,83.7853
0.080625,0.123437,0.404907,-0.00108076,19,-609.78
0.081875,0.123437,0.467991,-0.0842162,23,89.1574
0.083125,0.123437,0.256641,0.0728248,15,36.4255
0.084375,0.123437,0.58011,-0.12819,18,-11.1647
0.085625,0.123437,0.363473,0.016024,31,11.552
0.086875,0.123437,0.463014,0.0776302,24,58.9796
0.088125,0.123437,0.45229,0.00152596,15,361.017
0.089375,0.123437,0.382768,-0.182446,22,142.913
0.090625,0.123437,0.404007,0.186346,17,-298.361
0.091875,0.123437,0.449958,-0.0250098,23,238.737
0.093125,0.123437,0.199968,0.0912197,25,114.933
0.094375,0.123437,0.0747489,0.162947,20,-264.552
0.095625,0.123437,0.497057,-0.0713033,20,17.6163
0.096875,0.123437,0.254941,-0.101933,24,451.621
0.098125,0.123437,0.188521,0.1687,21,-14.2554
0.099375,0.123437,0.438504,-0.0925882,24,-194.633
0.100625,0.123437,0.5569,0.0818841,16,-216.666
0.101875,0.123437,0.195475,-0.122279,23,-59.4622
0.103125,0.123437,0.175845,-0.191102,24,-153.229
0.104375,0.123437,0.418141,-0.0360024,20,-167.061
0.105625,0.123437,0.292476,-0.109136,13,126.913
0.106875,0.123437,0.589809,0.0176683,31,-17.9205
0.108125,0.123437,0.45446,0.166093,18,-88.043
0.109375,0.123437,0.507711,-0.0445153,24,82.2403
0.110625,0.123437,0.440317,0.256764,21,300.158
