x_center,y_center,ux,uy,count,omega
0.530625,0.0003125,0.533007,0.123985,20,24.7317
0.531875,0.0003125,0.564142,-0.00323774,26,-132.467
0.533125,0.0003125,0.579673,-0.0879246,21,-320.331
0.534375,0.0003125,0.348257,-0.297749,25,-71.2192
0.535625,0.0003125,0.550301,-0.0791017,15,-49.9427
0.536875,0.0003125,0.648825,-0.172927,18,208.885
0.538125,0.0003125,0.603917,0.329203,17,183.905
0.539375,0.0003125,0.298315,0.159301,20,-234.057
0.540625,0.0003125,0.52016,0.0829265,21,-285.3
0.541875,0.0003125,0.733678,0.184323,9,-255.466
0.543125,0.0003125,0.285566,-0.221012,11,47.1749
0.544375,0.0003125,0.14832,-0.131689,20,307.891
0.545625,0.0003125,0.163885,0.00457526,26,182.373
0.546875,0.0003125,0.586461,0.129241,15,-110.49
0.548125,0.0003125,0.278272,-0.00749244,29,276.332
0.549375,0.0003125,0.492623,0.0736027,22,77.548
0.550625,0.0003125,0.499544,0.00678867,24,126.591
0.551875,0.0003125,0.599866,0.0328029,23,2.05684
0.553125,0.0003125,0.487987,-0.0907151,17,63.4956
0.554375,0.0003125,0.335416,-0.147991,17,-174.047
0.555625,0.0003125,0.189914,-0.119712,14,-24.7541
0.556875,0.0003125,0.562415,-0.0195793,20,10.5801
0.558125,0.0003125,0.329454,-0.157779,18,124.107
0.559375,0.0003125,0.356772,0.0542272,18,316.182
0.560625,0.0003125,0.262672,0.0363742,28,-533.607
0.561875,0.0003125,0.400903,-0.00203503,27,-240.324
0.563125,0.0003125,0.505585,-0.000468884,23,164.155
0.564375,0.0003125,0.647328,-0.325632,16,180.134
0.565625,0.0003125,0.752635,0.0290433,18,67.7945
0.566875,0.0003125,0.56106,-0.112146,23,435.078
0.568125,0.0003125,0.396782,0.114,22,-267.847
0.569375,0.0003125,0.370611,0.11402,21,-374.471
0.570625,0.0003125,0.696607,0.0799373,26,175.683
0.571875,0.0003125,0.675123,0.25359,15,-146.988
0.573125,0.0003125,0.459581,-0.0264915,33,-301.437
0.574375,0.0003125,0.47056,0.0638089,23,-4.59951
0.575625,0.0003125,0.487203,0.0216383,22,-208.962
0.576875,0.0003125,0.464795,-0.00297957,23,-327.086
0.578125,0.0003125,0.669555,0.145112,25,-184.463
0.579375,0.0003125,0.385357,0.12631,19,95.0157
0.580625,0.0003125,0.370403,0.0377398,20,-365.025
0.581875,0.0003125,-0.0162421,0.109034,17,-537.221
0.583125,0.0003125,0.389683,0.0420143,22,-111.946
0.584375,0.0003125,0.367735,-0.0972775,27,-70.4897
0.585625,0.0003125,0.242437,0.051296,20,-234.598
0.586875,0.0003125,0.478273,-0.183994,14,-138.918
0.588125,0.0003125,0.573304,-0.667635,12,148.766
0.589375,0.0003125,0.363841,-0.0531125,20,45.543
0.590625,0.0003125,0.479285,0.112639,23,-276.509
0.591875,0.0003125,0.289056,0.00705164,27,-434.369
0.593125,0.0003125,0.52779,-0.184306,23,-361.271
0.594375,0.0003125,0.362301,-0.364737,20,72.2361
0.595625,0.0003125,0.598738,0.0568126,20,65.521
0.596875,0.0003125,0.334139,-0.0107864,19,113.368
0.598125,0.0003125,0.494408,-0.121177,20,112.537
0.599375,0.0003125,0.419112,0.246206,18,25.5407
0.600625,0.0003125,0.593735,0.0571192,13,-61.0624
0.601875,0.0003125,0.423616,0.373645,30,-220.277
