path,action,group,reason
docs/VIRIAL_DENSITY_WAVE_CHANNEL.md,remove,documentation historique,note de jalon ou détail de validation intermédiaire retiré
docs/VIRIAL_EOS_PISTON.md,keep,documentation cas,documentation utile pour un des cinq cas de production
docs/VIRIAL_EOS_STRESS_COMPRESSION.md,remove,documentation historique,note de jalon ou détail de validation intermédiaire retiré
docs/VIRIAL_EOS_SWEEP.md,remove,campagne/sweep,préparation de campagnes de développement retirée
docs/VON_KARMAN_LONG_COMPARISON.md,keep,documentation cas,documentation utile pour un des cinq cas de production
docs/WALL_VIRTUAL_PARTICLES.md,keep,documentation générale,référence générale utile hors validation intermédiaire
examples/params_active_domain_y_top_slow_motion.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_active_domain_y_top_static.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_backward_step_classic_long_96x48.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_backward_step_classic_smoke_96x48.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_backward_step_classic_structure_96x48.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_backward_step_q6_mask_smoke_96x48.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_backward_step_q6_mask_structure_96x48.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_backward_step_q9_mask_smoke_96x48.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_backward_step_q9_mask_structure_96x48.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_backward_step_q9_virial_mask_smoke_96x48.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_channel_x_bounceback.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_channel_x_bounceback_vp.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_channel_x_solid_thermal.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_channel_y_bounceback.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_channel_y_bounceback_vp.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_channel_y_solid_thermal.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_channel_y_specular.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_couette_x_solid_thermal_long.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_couette_y_solid_thermal_long.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_density_wave_channel_q9_filtered.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_density_wave_channel_q9_virial_K0p500_beta0p20.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_density_wave_channel_q9_virial_K1p000_beta0p50.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_immersed_circle_classic_mask_smoke_48x48_0100.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_immersed_circle_combined_motion_64x64.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_immersed_circle_equilibrium_long_64x64.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_immersed_circle_forced_long_64x64.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_immersed_circle_forced_medium_64x64.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_immersed_circle_forced_periodic_solid_thermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_immersed_circle_forced_strong_64x64.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_immersed_circle_periodic_solid_thermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_immersed_circle_q6_mask_smoke_48x48_0100.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_immersed_circle_q9_mask_smoke_48x48_0100.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_immersed_circle_q9_virial_mask_smoke_48x48_0100.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_immersed_circle_rotating_64x64.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_immersed_circle_translating_64x64.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_open_channel_classic_inlet_outlet_keepmean_64x32.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_open_channel_classic_inlet_outlet_smoke_64x32.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_open_channel_q6_inlet_outlet_keepmean_64x32.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_open_channel_q9_inlet_outlet_keepmean_64x32.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_open_channel_q9_virial_inlet_outlet_keepmean_64x32.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_periodic_base.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_periodic_cylinder_classic_smoke_96x48_0102.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_periodic_cylinder_q6_smoke_96x48_0102.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_periodic_cylinder_q6_startup_visual_96x48_0104.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_periodic_cylinder_q9_dynamic_visual_96x48_0105.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_periodic_cylinder_q9_smoke_96x48_0102.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_periodic_cylinder_q9_startup_visual_96x48_0104.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_periodic_cylinder_q9_virial_dynamic_visual_96x48_0105.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_periodic_cylinder_q9_virial_smoke_96x48_0102.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_periodic_cylinder_q9_virial_startup_visual_96x48_0104.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_periodic_q6_for_q9_beta_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q6_for_q9_smoke.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_periodic_q6_smoke.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_periodic_q9_beta_0p0005_filtered_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q9_beta_0p0010_filtered_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q9_beta_0p0020_filtered_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q9_beta_0p002_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q9_beta_0p0050_filtered_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q9_beta_0p005_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q9_beta_0p0100_filtered_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q9_beta_0p010_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q9_beta_0p020_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q9_beta_0p050_sweep.kv,remove,campagne/sweep,préparation de campagnes de développement retirée
examples/params_periodic_q9_smoke.kv,remove,validation,script ou document de validation intermédiaire retiré de la version production
examples/params_piston_y_q6_solid_thermal_isothermal.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_piston_y_q9_filtered_solid_thermal_isothermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_piston_y_q9_filtered_stress_y080_solid_thermal_isothermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_piston_y_q9_virial_K0p005_beta0p02_solid_thermal_isothermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_piston_y_q9_virial_K0p010_beta0p02_solid_thermal_isothermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_piston_y_q9_virial_K0p020_beta0p02_solid_thermal_isothermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_piston_y_q9_virial_K0p050_beta0p02_solid_thermal_isothermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_piston_y_q9_virial_K0p100_beta0p02_solid_thermal_isothermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_piston_y_q9_virial_K0p100_beta0p05_solid_thermal_isothermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_piston_y_q9_virial_solid_thermal_isothermal.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_piston_y_q9_virial_stress_y080_K0p250_beta0p10_solid_thermal_isothermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_piston_y_q9_virial_stress_y080_K0p500_beta0p20_solid_thermal_isothermal.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_piston_y_solid_thermal_isothermal.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_piston_y_solid_thermal_unthermostatted.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_x_solid_thermal_long.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_poiseuille_y_bounceback.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_y_bounceback_thermostat.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_y_bounceback_vp.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_y_bounceback_vp_thermostat.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_y_classic_solid_thermal_long.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_y_classic_solid_thermal_short.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_y_q6_solid_thermal_long.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_poiseuille_y_q6_solid_thermal_short.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_poiseuille_y_q9_filtered_solid_thermal_debug.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_y_q9_filtered_solid_thermal_long.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_y_q9_virial_K0p500_beta0p20_solid_thermal_long.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_y_solid_thermal_long.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_poiseuille_y_solid_thermal_thermostat.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_poiseuille_y_specular.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_taylor_green_classic_64x64.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_taylor_green_high_snr_classic_64x64_g80_short.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_taylor_green_high_snr_q6_64x64_g80_short.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_taylor_green_high_snr_q9_filtered_64x64_g80_short.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_taylor_green_high_snr_q9_virial_K0p500_beta0p20_64x64_g80_short.kv,remove,exemple historique,ancien gabarit de validation ou variante redondante retiré
examples/params_taylor_green_q6_64x64.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
examples/params_taylor_green_q6_resampling_0126.kv,keep,exemple kv,exemple paramétrique conservé comme gabarit minimal ou cas de production
matlab/analyze_backward_step_hard_inlet_budget_0072.m,remove,diagnostic développement,diagnostic interne ou analyse de mise au point retiré
matlab/analyze_backward_step_hard_inlet_validation_0067.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_backward_step_mass_budget_0069.m,remove,diagnostic développement,diagnostic interne ou analyse de mise au point retiré
matlab/analyze_backward_step_open_channel_validation_0066.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_backward_step_q9_safety_smoke_0066.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/analyze_backward_step_resampling_0136.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_channel_cylinder_resampling_0135.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_immersed_circle_face_cell_smoke_0100.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/analyze_immersed_circle_time_average.m,keep,matlab analyse cas,analyse/rapport conservé pour TG/Poiseuille/step/piston/VK ou solide générique
matlab/analyze_injection_fill_resampling_0139.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_open_channel_cylinder_resampling_0138.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_open_channel_full_io_exclusion_sweep_0085.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/analyze_open_channel_full_io_q9_boundary_modes_0086.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_open_channel_hard_inlet_budget_0071.m,remove,diagnostic développement,diagnostic interne ou analyse de mise au point retiré
matlab/analyze_open_channel_poiseuille_validation_0065.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_open_channel_q9_inlet_outlet_fast_sweep.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/analyze_open_channel_q9_virial_inlet_outlet_fast_sweep.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/analyze_open_channel_q9_virial_inlet_outlet_smoke.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/analyze_open_channel_rect_obstacle_resampling_0138b.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_open_channel_wall_bands_0089.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_periodic_cylinder_resampling_0134.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_poiseuille_hard_inlet_free_outlet_0077.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_poiseuille_outlet_corner_bands_0082.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_poiseuille_profile.m,keep,matlab analyse cas,analyse/rapport conservé pour TG/Poiseuille/step/piston/VK ou solide générique
matlab/analyze_poiseuille_wallvp_resampling_0131.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_taylor_green_random_population_resampling_0128.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_taylor_green_resampling_0126.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/analyze_taylor_green_void_rich_resampling_0127.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/bin_smpcd_state.m,keep,matlab I/O,utilitaire générique de lecture/écriture/inspection smpcd
matlab/compare_poiseuille_runs.m,keep,matlab analyse cas,analyse/rapport conservé pour TG/Poiseuille/step/piston/VK ou solide générique
matlab/demo_immersed_circle_combined_motion.m,keep,matlab analyse cas,analyse/rapport conservé pour TG/Poiseuille/step/piston/VK ou solide générique
matlab/generate_backward_step_exact_fluid_state_0072.m,keep,matlab génération,générateur de condition initiale utile aux cas de production
matlab/generate_backward_step_state.m,keep,matlab génération,générateur de condition initiale utile aux cas de production
matlab/generate_density_wave_channel_state.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/generate_open_channel_classic_state.m,keep,matlab génération,générateur de condition initiale utile aux cas de production
matlab/generate_piston_active_y095_state.m,keep,matlab génération,générateur de condition initiale utile aux cas de production
matlab/generate_poiseuille_q6_channel_short_state.m,keep,matlab génération,générateur de condition initiale utile aux cas de production
matlab/generate_q9_beta_sweep_state.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/generate_q9_periodic_smoke_state.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/generate_smpcd_state_taylor_green.m,keep,matlab génération,générateur de condition initiale utile aux cas de production
matlab/generate_smpcd_state_uniform.m,keep,matlab génération,générateur de condition initiale utile aux cas de production
matlab/generate_taylor_green_high_snr_short_state.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/generate_taylor_green_resampling_state_0126.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/generate_von_karman_cylinder_state.m,keep,matlab génération,générateur de condition initiale utile aux cas de production
matlab/inspect_smpcd_state.m,keep,matlab I/O,utilitaire générique de lecture/écriture/inspection smpcd
matlab/list_smpcd_dumps.m,keep,matlab I/O,utilitaire générique de lecture/écriture/inspection smpcd
matlab/make_backward_step_hard_inlet_visual_report_0072.m,keep,matlab analyse cas,analyse/rapport conservé pour TG/Poiseuille/step/piston/VK ou solide générique
matlab/make_backward_step_visual_report_0069.m,keep,matlab analyse cas,analyse/rapport conservé pour TG/Poiseuille/step/piston/VK ou solide générique
matlab/make_open_channel_hard_inlet_visual_report_0071.m,remove,matlab historique,analyse spécialisée de validation/développement retirée
matlab/make_periodic_cylinder_dynamic_visual_report_0105.m,keep,matlab analyse cas,analyse/rapport conservé pour TG/Poiseuille/step/piston/VK ou solide générique
matlab/make_periodic_cylinder_startup_visual_report_0104.m,keep,matlab analyse cas,analyse/rapport conservé pour TG/Poiseuille/step/piston/VK ou solide générique
matlab/parse_smpcd_kv.m,keep,matlab I/O,utilitaire générique de lecture/écriture/inspection smpcd
matlab/play_smpcd_dumps.m,keep,matlab post-traitement,visualisation ou post-traitement générique
matlab/play_smpcd_filtered_animation.m,keep,matlab post-traitement,visualisation ou post-traitement générique
matlab/plot_q6_projection_summary.m,keep,matlab post-traitement,visualisation ou post-traitement générique
matlab/plot_smpcd_frame.m,keep,matlab post-traitement,visualisation ou post-traitement générique
matlab/plot_smpcd_summary.m,keep,matlab post-traitement,visualisation ou post-traitement générique
matlab/postprocess_smpcd_run.m,keep,matlab post-traitement,visualisation ou post-traitement générique
matlab/prepare_backward_step_resampling_0136.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/prepare_channel_cylinder_resampling_0135.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/prepare_injection_fill_resampling_0139.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/prepare_open_channel_cylinder_resampling_0138.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/prepare_open_channel_rect_obstacle_resampling_0138b.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/prepare_periodic_cylinder_resampling_0134.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/prepare_poiseuille_wallvp_resampling_0131.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/prepare_taylor_green_random_population_resampling_0128.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/prepare_taylor_green_void_rich_resampling_0127.m,remove,campagne/sweep,préparation de campagnes de développement retirée
matlab/read_smpcd_state.m,keep,matlab I/O,utilitaire générique de lecture/écriture/inspection smpcd
matlab/smpcd_fields_to_table.m,keep,matlab I/O,utilitaire générique de lecture/écriture/inspection smpcd
matlab/validate_active_fluid_domain_refactor.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_backward_step_classic_long.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_backward_step_final_liquid_config.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_backward_step_hardwall_calibration_suite.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_backward_step_liquid_closure_comparison.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_backward_step_masked_structure_suite.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_backward_step_parametric_suite.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_backward_step_smoke.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_density_wave_virial_channel.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_immersed_circle_rotation.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_immersed_circle_smoke.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_immersed_circle_translation.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_liquid_closure_dynamic_suite.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_minimal_piston.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_piston_q6_q9_active_domain.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_piston_q9_virial_active_domain.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_piston_q9_virial_stress_compression.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_piston_q9_virial_sweep.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_poiseuille_q6_channel_long.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_poiseuille_q6_channel_short.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_poiseuille_q9_channel_long.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_q9_beta_sweep.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_q9_periodic_smoke.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_solid_thermal_couette_sliding.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_solid_thermal_poiseuille_symmetry.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_taylor_green_q6_high_snr_short.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_taylor_green_q6_periodic.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_taylor_green_q9_filtered_short.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/validate_von_karman_long_comparison.m,remove,validation,script ou document de validation intermédiaire retiré de la version production
matlab/write_smpcd_state.m,keep,matlab I/O,utilitaire générique de lecture/écriture/inspection smpcd
